transaction_id,user_id,product_id_x,qty,price,timestamp,store_id,is_online,promo_id,category,brand,base_price,zone,province,profile,promo_type,product_id_y,discount,start_date,end_date,promo_id_used,target
PMTX0000020,U0003,P0522,2,91,10/07/2025 23:49,,True,PR0032,Household,Brand_006,70,Online,Online,Online,Product_Coupon,P0522,33.0,02/07/2025 08:12,11/07/2025 08:12,PR0032,1
PMTX0000021,U0004,P0925,3,194,15/09/2025 09:30,,True,PR0069,ReadyToEat,Brand_044,111,Online,Online,Online,Product_Coupon,P0925,43.0,07/09/2025 08:34,20/09/2025 08:34,PR0069,1
PMTX0000022,U0004,P0746,2,216,24/08/2025 08:49,,True,PR0028,FrozenFoods,Brand_027,147,Online,Online,Online,Product_Coupon,P0746,26.0,14/08/2025 23:32,24/08/2025 23:32,PR0028,1
PMTX0000023,U0004,P0506,2,117,01/08/2025 07:41,S001,False,PR0050,InstantFoods,Brand_008,117,3.0,สุราษฎร์ธานี,Residential/Market,Buy 1 get 1,P0506,100.0,31/07/2025 17:45,14/08/2025 17:45,PR0050,1
PMTX0000024,U0005,P0812,2,157,13/09/2025 08:32,S049,False,PR0079,PersonalCare,Brand_050,109,8.0,สุราษฎร์ธานี,Factory,Flash Sale,P0812,30.0,11/09/2025 08:18,20/09/2025 08:18,PR0079,1
PMTX0000025,U0005,P0934,2,283,02/09/2025 10:41,S020,False,PR0086,Household,Brand_034,184,6.0,ขอนแก่น,Entertainment Venue,Product_Coupon,P0934,25.0,13/08/2025 21:42,12/09/2025 21:42,PR0086,1
PMTX0000026,U0005,P0269,1,21,11/09/2025 23:14,S038,False,PR0039,HealthBeauty,Brand_036,41,11.0,กรุงเทพฯ,Educational Institution,Brandday,P0269,48.0,11/09/2025 16:31,20/09/2025 16:31,PR0039,1
PMTX0000027,U0005,P0069,3,346,23/08/2025 03:37,S025,False,PR0031,FrozenFoods,Brand_012,135,6.0,นนทบุรี,Entertainment Venue,Mega Sale,P0069,12.0,21/08/2025 21:03,30/08/2025 21:03,PR0031,1
PMTX0000028,U0005,P0189,1,79,18/09/2025 02:23,S013,False,PR0015,DairyBakery,Brand_023,93,8.0,สงขลา,Entertainment Venue,Flash Sale,P0189,14.0,05/09/2025 02:23,18/09/2025 02:23,PR0015,1
PMTX0000029,U0005,P0409,1,93,27/07/2025 06:50,S032,False,PR0099,Household,Brand_043,106,5.0,กรุงเทพฯ,Transport Hub,Mega Sale,P0409,13.0,26/07/2025 01:31,05/08/2025 01:31,PR0099,1
PMTX0000030,U0006,P0751,1,30,19/09/2025 09:16,S047,False,PR0063,Snacks,Brand_007,58,8.0,ภูเก็ต,Hospital,Flash Sale,P0751,49.0,16/09/2025 06:33,23/09/2025 06:33,PR0063,1
PMTX0000031,U0006,P0801,1,76,15/09/2025 07:28,S019,False,PR0018,PersonalCare,Brand_039,103,4.0,สงขลา,Residential/Market,Flash Sale,P0801,28.0,05/09/2025 10:33,15/09/2025 10:33,PR0018,1
PMTX0000032,U0006,P0495,3,40,22/07/2025 19:27,S044,False,PR0052,InstantFoods,Brand_036,27,1.0,ขอนแก่น,Gas Station,Buy 1 get 1,P0495,100.0,22/07/2025 05:05,02/08/2025 05:05,PR0052,1
PMTX0000033,U0006,P0818,1,94,13/07/2025 01:07,S026,False,PR0037,InstantFoods,Brand_021,108,1.0,สุราษฎร์ธานี,Transport Hub,Brandday,P0818,11.0,08/07/2025 03:05,07/08/2025 03:05,PR0037,1
PMTX0000034,U0006,P0656,2,76,18/08/2025 08:45,S003,False,PR0084,ReadyToEat,Brand_007,75,10.0,กรุงเทพฯ,Gas Station,Buy 1 get 1,P0656,100.0,01/08/2025 09:18,10/09/2025 09:18,PR0084,1
PMTX0000035,U0007,P0402,2,149,18/07/2025 05:07,S033,False,PR0085,FrozenFoods,Brand_006,150,1.0,นครราชสีมา,Residential/Market,Buy 1 get 1,P0402,100.0,07/07/2025 19:18,01/09/2025 19:18,PR0085,1
PMTX0000036,U0007,P0818,1,95,11/07/2025 04:29,,True,PR0037,InstantFoods,Brand_021,108,Online,Online,Online,Brandday,P0818,11.0,08/07/2025 03:05,07/08/2025 03:05,PR0037,1
PMTX0000037,U0008,P0527,4,551,27/08/2025 07:01,S034,False,PR0026,Others,Brand_028,193,6.0,สงขลา,Educational Institution,Mega Sale,P0527,29.0,14/08/2025 01:45,18/09/2025 01:45,PR0026,1
PMTX0000038,U0008,P0650,2,108,07/08/2025 09:49,,True,PR0030,InstantFoods,Brand_027,109,Online,Online,Online,Buy 1 get 1,P0650,100.0,08/07/2025 10:40,29/08/2025 10:40,PR0030,1
PMTX0000039,U0008,P0217,4,773,26/08/2025 16:04,S047,False,PR0014,Others,Brand_018,292,8.0,ภูเก็ต,Hospital,Product_Coupon,P0217,35.0,21/08/2025 17:23,01/09/2025 17:23,PR0014,1
PMTX0000040,U0008,P0326,1,14,09/08/2025 02:35,,True,PR0065,Snacks,Brand_016,22,Online,Online,Online,Product_Coupon,P0326,36.0,17/07/2025 16:58,04/09/2025 16:58,PR0065,1
PMTX0000041,U0008,P0551,5,223,04/07/2025 02:44,S030,False,PR0092,ReadyToEat,Brand_040,62,2.0,อุบลราชธานี,Gas Station,Mega Sale,P0551,27.0,27/06/2025 13:14,10/08/2025 13:14,PR0092,1
PMTX0000042,U0008,P0943,3,91,19/07/2025 13:45,S008,False,PR0042,ReadyToEat,Brand_009,60,12.0,นนทบุรี,Educational Institution,Buy 1 get 1,P0943,100.0,09/07/2025 09:03,22/07/2025 09:03,PR0042,1
PMTX0000043,U0008,P0958,4,186,13/09/2025 10:55,S023,False,PR0072,DairyBakery,Brand_016,66,4.0,สุราษฎร์ธานี,Gas Station,Mega Sale,P0958,30.0,10/09/2025 22:11,17/09/2025 22:11,PR0072,1
PMTX0000044,U0009,P0648,5,349,09/07/2025 03:57,S034,False,PR0091,FrozenFoods,Brand_002,105,6.0,สงขลา,Educational Institution,Flash Sale,P0648,35.0,03/07/2025 20:39,17/07/2025 20:39,PR0091,1
PMTX0000045,U0009,P0334,2,76,31/07/2025 17:07,S005,False,PR0041,Household,Brand_046,55,10.0,ภูเก็ต,Tourist Attraction,Mega Sale,P0334,32.0,21/07/2025 05:16,03/09/2025 05:16,PR0041,1
PMTX0000046,U0009,P0217,5,960,26/08/2025 22:22,S031,False,PR0014,Others,Brand_018,292,3.0,สุราษฎร์ธานี,Factory,Product_Coupon,P0217,35.0,21/08/2025 17:23,01/09/2025 17:23,PR0014,1
PMTX0000047,U0009,P0780,5,133,03/08/2025 11:37,S017,False,PR0043,InstantFoods,Brand_030,38,9.0,นครราชสีมา,Hospital,Product_Coupon,P0780,28.0,28/07/2025 16:43,05/08/2025 16:43,PR0043,1
PMTX0000048,U0009,P0615,5,229,25/08/2025 09:43,S031,False,PR0058,Snacks,Brand_016,58,3.0,สุราษฎร์ธานี,Factory,Brandday,P0615,20.0,13/07/2025 17:30,05/09/2025 17:30,PR0058,1
PMTX0000049,U0009,P0322,4,80,29/08/2025 08:13,S015,False,PR0094,Household,Brand_040,36,1.0,ชลบุรี,Educational Institution,Brandday,P0322,43.0,15/08/2025 08:13,29/08/2025 08:13,PR0094,1
PMTX0000050,U0009,P0217,2,370,29/08/2025 10:33,S016,False,PR0014,Others,Brand_018,292,2.0,สุราษฎร์ธานี,Educational Institution,Product_Coupon,P0217,35.0,21/08/2025 17:23,01/09/2025 17:23,PR0014,1
PMTX0000051,U0009,P0522,3,137,09/07/2025 02:46,,True,PR0032,Household,Brand_006,70,Online,Online,Online,Product_Coupon,P0522,33.0,02/07/2025 08:12,11/07/2025 08:12,PR0032,1
PMTX0000052,U0009,P0869,5,639,21/08/2025 10:16,S031,False,PR0089,Others,Brand_045,175,3.0,สุราษฎร์ธานี,Factory,Brandday,P0869,26.0,28/07/2025 11:50,16/09/2025 11:50,PR0089,1
PMTX0000053,U0010,P0738,4,291,23/08/2025 06:26,S028,False,PR0017,HealthBeauty,Brand_047,84,6.0,เชียงใหม่,Office,Product_Coupon,P0738,11.0,20/08/2025 06:52,01/09/2025 06:52,PR0017,1
PMTX0000054,U0010,P0326,1,14,19/08/2025 21:41,S030,False,PR0065,Snacks,Brand_016,22,2.0,อุบลราชธานี,Gas Station,Product_Coupon,P0326,36.0,17/07/2025 16:58,04/09/2025 16:58,PR0065,1
PMTX0000055,U0011,P0726,4,375,06/07/2025 16:47,S050,False,PR0071,HealthBeauty,Brand_018,155,3.0,สงขลา,Hospital,Brandday,P0726,40.0,28/06/2025 22:44,20/08/2025 22:44,PR0071,1
PMTX0000056,U0011,P0869,2,261,20/08/2025 13:45,S031,False,PR0089,Others,Brand_045,175,3.0,สุราษฎร์ธานี,Factory,Brandday,P0869,26.0,28/07/2025 11:50,16/09/2025 11:50,PR0089,1
PMTX0000057,U0011,P0380,2,42,05/08/2025 11:34,S008,False,PR0048,Beverages,Brand_035,42,12.0,นนทบุรี,Educational Institution,Buy 1 get 1,P0380,100.0,21/07/2025 13:39,30/08/2025 13:39,PR0048,1
PMTX0000058,U0011,P0422,1,140,13/07/2025 13:56,S030,False,PR0023,FrozenFoods,Brand_036,162,2.0,อุบลราชธานี,Gas Station,Product_Coupon,P0422,14.0,11/07/2025 15:53,19/07/2025 15:53,PR0023,1
PMTX0000059,U0011,P0691,4,462,09/08/2025 15:53,S048,False,PR0053,Household,Brand_013,165,10.0,กรุงเทพฯ,Gas Station,Flash Sale,P0691,29.0,24/07/2025 10:52,01/09/2025 10:52,PR0053,1
PMTX0000060,U0011,P0639,5,259,17/07/2025 18:03,S042,False,PR0021,InstantFoods,Brand_050,103,4.0,อุบลราชธานี,Gas Station,Buy 1 get 1,P0639,100.0,27/06/2025 17:34,03/08/2025 17:34,PR0021,1
PMTX0000061,U0011,P0217,2,383,23/08/2025 18:12,S003,False,PR0014,Others,Brand_018,292,10.0,กรุงเทพฯ,Gas Station,Product_Coupon,P0217,35.0,21/08/2025 17:23,01/09/2025 17:23,PR0014,1
PMTX0000062,U0011,P0506,3,174,08/08/2025 20:46,S044,False,PR0050,InstantFoods,Brand_008,117,1.0,ขอนแก่น,Gas Station,Buy 1 get 1,P0506,100.0,31/07/2025 17:45,14/08/2025 17:45,PR0050,1
PMTX0000063,U0011,P0202,1,29,26/08/2025 14:39,S026,False,PR0075,Snacks,Brand_006,39,1.0,สุราษฎร์ธานี,Transport Hub,Mega Sale,P0202,26.0,22/07/2025 07:13,02/09/2025 07:13,PR0075,1
PMTX0000064,U0012,P0841,2,108,17/08/2025 03:08,S040,False,PR0009,FrozenFoods,Brand_037,107,1.0,ชลบุรี,Residential/Market,Buy 1 get 1,P0841,100.0,15/08/2025 06:25,22/08/2025 06:25,PR0009,1
PMTX0000065,U0012,P0409,5,470,02/08/2025 12:52,S038,False,PR0099,Household,Brand_043,106,11.0,กรุงเทพฯ,Educational Institution,Mega Sale,P0409,13.0,26/07/2025 01:31,05/08/2025 01:31,PR0099,1
PMTX0000066,U0012,P0189,5,398,17/09/2025 07:50,S022,False,PR0015,DairyBakery,Brand_023,93,6.0,นครราชสีมา,Hospital,Flash Sale,P0189,14.0,05/09/2025 02:23,18/09/2025 02:23,PR0015,1
PMTX0000067,U0012,P0404,5,572,11/08/2025 12:43,S004,False,PR0077,HealthBeauty,Brand_024,163,8.0,สุราษฎร์ธานี,Entertainment Venue,Mega Sale,P0404,29.0,26/07/2025 01:24,15/09/2025 01:24,PR0077,1
PMTX0000068,U0012,P0277,4,198,28/07/2025 13:05,S019,False,PR0002,PersonalCare,Brand_018,72,4.0,สงขลา,Residential/Market,Mega Sale,P0277,31.0,13/07/2025 21:07,19/08/2025 21:07,PR0002,1
PMTX0000069,U0012,P0404,2,227,06/09/2025 02:34,S047,False,PR0077,HealthBeauty,Brand_024,163,8.0,ภูเก็ต,Hospital,Mega Sale,P0404,29.0,26/07/2025 01:24,15/09/2025 01:24,PR0077,1
PMTX0000070,U0012,P0269,5,106,17/09/2025 17:25,S014,False,PR0039,HealthBeauty,Brand_036,41,11.0,สุราษฎร์ธานี,Factory,Brandday,P0269,48.0,11/09/2025 16:31,20/09/2025 16:31,PR0039,1
PMTX0000071,U0013,P0685,4,437,01/07/2025 10:08,,True,PR0029,Household,Brand_017,128,Online,Online,Online,Product_Coupon,P0685,14.0,27/06/2025 10:14,05/07/2025 10:14,PR0029,1
PMTX0000072,U0013,P0751,4,117,23/09/2025 05:47,S010,False,PR0063,Snacks,Brand_007,58,3.0,อุบลราชธานี,Tourist Attraction,Flash Sale,P0751,49.0,16/09/2025 06:33,23/09/2025 06:33,PR0063,1
PMTX0000073,U0013,P0189,5,396,06/09/2025 05:08,,True,PR0015,DairyBakery,Brand_023,93,Online,Online,Online,Flash Sale,P0189,14.0,05/09/2025 02:23,18/09/2025 02:23,PR0015,1
PMTX0000074,U0014,P0516,3,233,30/07/2025 11:10,S019,False,PR0049,Household,Brand_017,107,4.0,สงขลา,Residential/Market,Flash Sale,P0516,28.0,30/07/2025 08:37,08/08/2025 08:37,PR0049,1
PMTX0000075,U0014,P0067,4,263,25/07/2025 06:02,S048,False,PR0093,InstantFoods,Brand_023,95,10.0,กรุงเทพฯ,Gas Station,Flash Sale,P0067,30.0,22/07/2025 01:47,22/08/2025 01:47,PR0093,1
PMTX0000076,U0014,P0648,2,137,15/07/2025 09:57,,True,PR0091,FrozenFoods,Brand_002,105,Online,Online,Online,Flash Sale,P0648,35.0,03/07/2025 20:39,17/07/2025 20:39,PR0091,1
PMTX0000077,U0014,P0334,5,186,01/08/2025 02:31,S010,False,PR0041,Household,Brand_046,55,3.0,อุบลราชธานี,Tourist Attraction,Mega Sale,P0334,32.0,21/07/2025 05:16,03/09/2025 05:16,PR0041,1
PMTX0000078,U0014,P0144,5,210,28/06/2025 21:09,S021,False,PR0046,Snacks,Brand_007,52,1.0,ภูเก็ต,Transport Hub,Brandday,P0144,19.0,25/06/2025 05:08,04/07/2025 05:08,PR0046,1
PMTX0000079,U0014,P0810,1,27,18/08/2025 16:54,S019,False,PR0081,Snacks,Brand_041,40,4.0,สงขลา,Residential/Market,Flash Sale,P0810,31.0,03/08/2025 02:29,12/09/2025 02:29,PR0081,1
PMTX0000080,U0015,P0107,3,86,08/09/2025 23:05,S038,False,PR0006,Household,Brand_026,38,11.0,กรุงเทพฯ,Educational Institution,Mega Sale,P0107,22.0,01/08/2025 16:08,21/09/2025 16:08,PR0006,1
PMTX0000081,U0015,P0067,4,260,21/08/2025 13:19,S006,False,PR0093,InstantFoods,Brand_023,95,12.0,นนทบุรี,Educational Institution,Flash Sale,P0067,30.0,22/07/2025 01:47,22/08/2025 01:47,PR0093,1
PMTX0000082,U0015,P0794,3,171,31/08/2025 11:19,S004,False,PR0096,Household,Brand_035,101,8.0,สุราษฎร์ธานี,Entertainment Venue,Product_Coupon,P0794,44.0,23/08/2025 19:40,03/09/2025 19:40,PR0096,1
PMTX0000083,U0015,P0745,3,452,18/08/2025 19:29,,True,PR0008,Others,Brand_014,276,Online,Online,Online,Brandday,P0745,47.0,18/08/2025 19:29,28/08/2025 19:29,PR0008,1
PMTX0000084,U0015,P0745,2,286,18/08/2025 19:29,S045,False,PR0008,Others,Brand_014,276,10.0,นครราชสีมา,Gas Station,Brandday,P0745,47.0,18/08/2025 19:29,28/08/2025 19:29,PR0008,1
PMTX0000085,U0016,P0561,3,402,30/08/2025 12:20,S015,False,PR0087,Household,Brand_040,182,1.0,ชลบุรี,Educational Institution,Mega Sale,P0561,28.0,03/07/2025 07:59,01/09/2025 07:59,PR0087,1
PMTX0000086,U0016,P0105,3,272,26/08/2025 04:28,S045,False,PR0060,Others,Brand_044,181,10.0,นครราชสีมา,Gas Station,Buy 1 get 1,P0105,100.0,23/08/2025 04:41,02/09/2025 04:41,PR0060,1
PMTX0000087,U0016,P0790,3,137,28/08/2025 17:16,S019,False,PR0001,PersonalCare,Brand_040,56,4.0,สงขลา,Residential/Market,Product_Coupon,P0790,19.0,23/08/2025 21:09,31/08/2025 21:09,PR0001,1
PMTX0000088,U0016,P0202,4,114,26/07/2025 07:22,S010,False,PR0075,Snacks,Brand_006,39,3.0,อุบลราชธานี,Tourist Attraction,Mega Sale,P0202,26.0,22/07/2025 07:13,02/09/2025 07:13,PR0075,1
PMTX0000089,U0016,P0640,2,334,02/09/2025 21:36,S009,False,PR0004,Others,Brand_037,199,8.0,นครราชสีมา,Office,Mega Sale,P0640,18.0,22/08/2025 15:31,04/09/2025 15:31,PR0004,1
PMTX0000090,U0016,P0396,4,176,04/07/2025 17:12,S043,False,PR0016,DairyBakery,Brand_037,79,8.0,ขอนแก่น,Gas Station,Brandday,P0396,44.0,01/07/2025 13:39,16/08/2025 13:39,PR0016,1
PMTX0000091,U0016,P0404,4,470,17/08/2025 16:32,S022,False,PR0077,HealthBeauty,Brand_024,163,6.0,นครราชสีมา,Hospital,Mega Sale,P0404,29.0,26/07/2025 01:24,15/09/2025 01:24,PR0077,1
PMTX0000092,U0017,P0598,2,121,05/08/2025 08:25,S004,False,PR0061,DairyBakery,Brand_002,110,8.0,สุราษฎร์ธานี,Entertainment Venue,Product_Coupon,P0598,46.0,28/07/2025 14:51,05/08/2025 14:51,PR0061,1
PMTX0000093,U0017,P0934,4,565,27/08/2025 13:12,S022,False,PR0086,Household,Brand_034,184,6.0,นครราชสีมา,Hospital,Product_Coupon,P0934,25.0,13/08/2025 21:42,12/09/2025 21:42,PR0086,1
PMTX0000094,U0017,P0841,5,261,21/08/2025 16:09,S001,False,PR0009,FrozenFoods,Brand_037,107,3.0,สุราษฎร์ธานี,Residential/Market,Buy 1 get 1,P0841,100.0,15/08/2025 06:25,22/08/2025 06:25,PR0009,1
PMTX0000095,U0018,P0291,4,119,28/07/2025 23:31,S009,False,PR0005,InstantFoods,Brand_036,59,8.0,นครราชสีมา,Office,Buy 1 get 1,P0291,100.0,13/07/2025 09:56,23/08/2025 09:56,PR0005,1
PMTX0000096,U0018,P0182,5,518,02/09/2025 00:47,S031,False,PR0067,ReadyToEat,Brand_046,148,3.0,สุราษฎร์ธานี,Factory,Product_Coupon,P0182,29.0,11/08/2025 02:29,21/09/2025 02:29,PR0067,1
PMTX0000097,U0018,P0409,5,457,04/08/2025 11:29,S035,False,PR0099,Household,Brand_043,106,12.0,อุบลราชธานี,Gas Station,Mega Sale,P0409,13.0,26/07/2025 01:31,05/08/2025 01:31,PR0099,1
PMTX0000098,U0019,P0934,4,554,05/09/2025 02:31,S041,False,PR0086,Household,Brand_034,184,6.0,นครราชสีมา,Office,Product_Coupon,P0934,25.0,13/08/2025 21:42,12/09/2025 21:42,PR0086,1
PMTX0000099,U0019,P0812,5,377,19/09/2025 10:28,S045,False,PR0079,PersonalCare,Brand_050,109,10.0,นครราชสีมา,Gas Station,Flash Sale,P0812,30.0,11/09/2025 08:18,20/09/2025 08:18,PR0079,1
PMTX0000100,U0019,P0527,4,544,16/09/2025 03:01,S032,False,PR0026,Others,Brand_028,193,5.0,กรุงเทพฯ,Transport Hub,Mega Sale,P0527,29.0,14/08/2025 01:45,18/09/2025 01:45,PR0026,1
PMTX0000101,U0019,P0277,3,145,09/08/2025 18:10,S003,False,PR0002,PersonalCare,Brand_018,72,10.0,กรุงเทพฯ,Gas Station,Mega Sale,P0277,31.0,13/07/2025 21:07,19/08/2025 21:07,PR0002,1
PMTX0000102,U0019,P0413,4,486,05/08/2025 03:54,,True,PR0097,Household,Brand_013,154,Online,Online,Online,Product_Coupon,P0413,21.0,30/07/2025 12:32,10/09/2025 12:32,PR0097,1
PMTX0000103,U0019,P0772,5,605,06/08/2025 11:34,S026,False,PR0056,PersonalCare,Brand_006,150,1.0,สุราษฎร์ธานี,Transport Hub,Flash Sale,P0772,18.0,01/07/2025 12:57,07/08/2025 12:57,PR0056,1
PMTX0000104,U0019,P0404,1,113,18/08/2025 10:53,S016,False,PR0077,HealthBeauty,Brand_024,163,2.0,สุราษฎร์ธานี,Educational Institution,Mega Sale,P0404,29.0,26/07/2025 01:24,15/09/2025 01:24,PR0077,1
PMTX0000105,U0020,P0107,3,90,01/08/2025 16:08,S033,False,PR0006,Household,Brand_026,38,1.0,นครราชสีมา,Residential/Market,Mega Sale,P0107,22.0,01/08/2025 16:08,21/09/2025 16:08,PR0006,1
PMTX0000106,U0020,P0107,2,59,28/08/2025 14:16,,True,PR0006,Household,Brand_026,38,Online,Online,Online,Mega Sale,P0107,22.0,01/08/2025 16:08,21/09/2025 16:08,PR0006,1
PMTX0000107,U0020,P0516,1,77,03/08/2025 00:25,S031,False,PR0049,Household,Brand_017,107,3.0,สุราษฎร์ธานี,Factory,Flash Sale,P0516,28.0,30/07/2025 08:37,08/08/2025 08:37,PR0049,1
PMTX0000108,U0020,P0943,3,88,17/07/2025 01:43,S030,False,PR0042,ReadyToEat,Brand_009,60,2.0,อุบลราชธานี,Gas Station,Buy 1 get 1,P0943,100.0,09/07/2025 09:03,22/07/2025 09:03,PR0042,1
PMTX0000109,U0020,P0977,4,300,30/08/2025 08:07,S007,False,PR0051,ReadyToEat,Brand_015,144,10.0,เชียงใหม่,Hospital,Mega Sale,P0977,49.0,28/08/2025 19:43,06/09/2025 19:43,PR0051,1
PMTX0000110,U0020,P0495,5,66,01/08/2025 20:21,S037,False,PR0052,InstantFoods,Brand_036,27,10.0,ขอนแก่น,Educational Institution,Buy 1 get 1,P0495,100.0,22/07/2025 05:05,02/08/2025 05:05,PR0052,1
PMTX0000111,U0020,P0772,1,123,15/07/2025 15:49,S022,False,PR0056,PersonalCare,Brand_006,150,6.0,นครราชสีมา,Hospital,Flash Sale,P0772,18.0,01/07/2025 12:57,07/08/2025 12:57,PR0056,1
PMTX0000112,U0020,P0945,4,509,05/08/2025 20:44,,True,PR0038,PersonalCare,Brand_021,183,Online,Online,Online,Brandday,P0945,30.0,21/07/2025 08:11,29/08/2025 08:11,PR0038,1
PMTX0000113,U0020,P0067,1,68,19/08/2025 10:03,,True,PR0093,InstantFoods,Brand_023,95,Online,Online,Online,Flash Sale,P0067,30.0,22/07/2025 01:47,22/08/2025 01:47,PR0093,1
PMTX0000114,U0020,P0763,5,225,11/08/2025 18:23,S002,False,PR0090,ReadyToEat,Brand_029,53,5.0,สุราษฎร์ธานี,Hospital,Mega Sale,P0763,14.0,23/07/2025 03:25,20/09/2025 03:25,PR0090,1
PMTX0000115,U0021,P0598,4,243,03/08/2025 04:52,,True,PR0061,DairyBakery,Brand_002,110,Online,Online,Online,Product_Coupon,P0598,46.0,28/07/2025 14:51,05/08/2025 14:51,PR0061,1
PMTX0000116,U0021,P0079,1,159,29/08/2025 05:41,S019,False,PR0059,PersonalCare,Brand_045,162,4.0,สงขลา,Residential/Market,Buy 1 get 1,P0079,100.0,21/08/2025 05:41,29/08/2025 05:41,PR0059,1
PMTX0000117,U0021,P0079,2,160,25/08/2025 13:45,S012,False,PR0059,PersonalCare,Brand_045,162,9.0,กรุงเทพฯ,Gas Station,Buy 1 get 1,P0079,100.0,21/08/2025 05:41,29/08/2025 05:41,PR0059,1
