transaction_id,user_id,product_id,qty,price,timestamp,store_id
TX0000146,U0012,P0291,3,376.06,21/08/2025 17:06,S050
TX0000147,U0012,P0780,2,429.51,09/08/2025 15:08,S007
TX0000148,U0012,P0410,5,915.52,26/08/2025 11:52,S047
TX0000149,U0012,P0569,3,271.47,09/08/2025 17:57,S021
TX0000150,U0012,P0911,4,255.87,14/09/2025 22:31,S035
TX0000151,U0012,P0055,3,381.01,22/09/2025 22:43,S048
TX0000152,U0012,P0746,2,38.03,16/07/2025 18:15,S030
TX0000153,U0012,P0578,5,280.82,03/07/2025 17:44,S005
TX0000154,U0012,P0330,1,73.22,17/07/2025 09:10,S028
TX0000155,U0012,P0414,5,436.08,04/09/2025 14:09,S038
TX0000156,U0013,P0770,3,256.74,22/07/2025 00:30,S044
TX0000157,U0013,P0660,3,465.11,05/07/2025 06:47,S006
TX0000158,U0013,P0192,4,393.05,01/08/2025 02:17,S009
TX0000159,U0013,P0298,1,152.67,17/07/2025 09:04,S002
TX0000160,U0013,P0921,4,324.22,16/08/2025 16:40,S033
TX0000161,U0013,P0092,5,413.34,19/09/2025 08:05,S006
TX0000162,U0013,P0496,1,66.33,27/06/2025 08:13,S003
TX0000163,U0013,P0292,4,198.52,25/06/2025 19:28,S024
TX0000164,U0013,P0896,3,70.98,20/09/2025 07:59,S028
TX0000165,U0013,P0871,1,56.7,12/09/2025 10:26,S028
TX0000166,U0013,P0744,5,220.28,09/07/2025 00:35,S017
TX0000167,U0013,P0520,5,379.44,02/08/2025 17:22,S035
TX0000168,U0013,P0560,4,266.46,02/09/2025 04:24,S010
TX0000169,U0013,P0225,5,866.18,21/09/2025 00:13,S011
TX0000170,U0013,P0410,2,336.78,24/08/2025 07:22,S028
TX0000171,U0013,P0872,2,142.16,01/07/2025 15:58,S039
TX0000172,U0013,P0377,5,326.97,19/08/2025 17:40,S004
TX0000173,U0013,P0697,1,57.88,30/06/2025 21:54,S002
TX0000174,U0013,P0145,5,186.13,20/08/2025 07:09,S028
TX0000175,U0013,P0289,3,188.56,11/08/2025 22:31,S011
TX0000176,U0013,P0920,5,685.24,19/07/2025 21:22,S001
TX0000177,U0013,P0534,2,195.48,07/07/2025 20:24,S016
TX0000178,U0013,P0143,5,310.14,08/08/2025 01:39,S001
TX0000179,U0014,P0605,3,426.34,01/09/2025 07:31,S006
TX0000180,U0014,P0668,3,384.16,07/08/2025 16:23,S011
TX0000181,U0014,P0652,1,34.35,20/08/2025 07:25,S036
TX0000182,U0014,P0917,2,86.72,11/08/2025 22:14,S040
TX0000183,U0014,P0845,2,50.1,01/09/2025 06:04,S014
TX0000184,U0014,P0193,3,301.55,21/09/2025 19:44,S033
TX0000185,U0014,P0890,1,198.99,13/09/2025 22:08,S005
TX0000186,U0014,P0230,3,260.11,16/08/2025 23:02,S027
TX0000187,U0014,P0814,5,507.56,11/08/2025 12:29,S029
TX0000188,U0014,P0781,3,377.79,15/08/2025 05:12,S025
TX0000189,U0014,P0226,4,272.77,03/09/2025 20:41,S025
TX0000190,U0014,P0963,4,366.93,17/08/2025 19:00,S021
TX0000191,U0015,P0674,2,182.48,30/06/2025 22:07,S027
TX0000192,U0015,P0722,1,166.67,11/07/2025 06:59,S002
TX0000193,U0015,P0298,1,167.53,06/09/2025 11:02,S001
TX0000194,U0015,P0565,2,158.85,22/08/2025 05:39,S024
TX0000195,U0015,P0522,5,688.04,30/08/2025 22:24,S050
TX0000196,U0015,P0054,1,45.49,16/07/2025 07:56,S016
TX0000197,U0015,P0811,1,46.77,23/09/2025 13:48,S015
TX0000198,U0015,P0612,5,646.53,31/08/2025 20:26,S031
TX0000199,U0015,P0762,3,129.56,30/06/2025 09:07,S020
TX0000200,U0015,P0516,4,144.21,04/09/2025 18:32,S021
TX0000201,U0015,P0785,5,274.06,11/08/2025 10:57,S025
TX0000202,U0015,P0176,4,231.11,17/07/2025 02:17,S012
TX0000203,U0015,P0893,3,58.35,04/09/2025 11:22,S008
TX0000204,U0015,P0260,1,39.68,25/08/2025 21:57,S021
TX0000205,U0015,P0954,1,161.14,23/07/2025 11:14,S029
TX0000206,U0015,P0737,1,65.74,19/09/2025 05:02,S039
TX0000207,U0015,P0647,2,241.81,13/07/2025 17:52,S014
TX0000208,U0015,P0837,4,817.11,05/07/2025 00:12,S043
TX0000209,U0015,P0937,4,549.17,22/07/2025 23:54,S043
TX0000210,U0015,P0321,2,94.37,18/09/2025 15:21,S038
TX0000211,U0015,P0438,4,350.12,31/08/2025 02:40,S032
TX0000212,U0016,P0962,2,111.12,09/07/2025 12:14,S002
TX0000213,U0016,P0085,1,63.25,20/08/2025 17:27,S031
TX0000214,U0016,P0827,1,22.54,13/07/2025 04:54,S048
TX0000215,U0016,P0464,2,249.26,14/09/2025 00:48,S036
TX0000216,U0016,P0207,3,109.0,31/08/2025 10:34,S023
TX0000217,U0016,P0639,1,55.35,05/08/2025 05:04,S021
TX0000218,U0016,P0141,4,469.02,21/09/2025 16:51,S009
TX0000219,U0016,P0085,3,191.79,30/07/2025 23:09,S048
TX0000220,U0016,P0124,4,685.67,26/08/2025 15:52,S047
TX0000221,U0016,P0889,1,51.29,07/09/2025 05:27,S010
TX0000222,U0016,P0480,1,138.36,01/07/2025 00:03,S005
TX0000223,U0016,P0403,1,142.85,28/07/2025 10:38,S015
TX0000224,U0016,P0837,3,628.65,15/09/2025 12:29,S022
TX0000225,U0016,P0616,2,213.18,03/09/2025 02:34,S008
TX0000226,U0016,P0157,2,132.15,09/09/2025 14:15,S023
TX0000227,U0016,P0880,4,442.17,18/09/2025 17:03,S036
TX0000228,U0017,P0716,3,274.03,13/07/2025 23:52,S026
TX0000229,U0017,P0249,1,67.2,18/08/2025 10:00,S001
TX0000230,U0017,P0316,1,106.09,19/07/2025 04:15,S048
TX0000231,U0017,P0911,3,183.76,12/08/2025 21:18,S037
TX0000232,U0017,P0260,2,76.0,30/06/2025 12:26,S002
TX0000233,U0017,P0687,3,621.5,15/07/2025 17:59,S036
TX0000234,U0017,P0134,5,545.82,24/08/2025 16:16,S012
TX0000235,U0017,P0340,1,305.68,18/09/2025 17:06,S015
TX0000236,U0017,P0193,2,197.33,28/08/2025 10:44,S016
TX0000237,U0017,P0418,3,272.8,28/06/2025 01:59,S022
TX0000238,U0017,P0518,5,745.6,01/09/2025 23:17,S033
TX0000239,U0017,P0888,2,211.17,05/08/2025 00:55,S005
TX0000240,U0018,P0833,2,276.78,04/08/2025 10:24,S012
TX0000241,U0018,P0720,1,62.98,09/09/2025 18:42,S050
TX0000242,U0018,P0694,1,109.36,08/08/2025 07:50,S004
TX0000243,U0018,P0574,1,173.89,21/09/2025 13:42,S047
TX0000244,U0018,P0458,3,173.63,22/09/2025 22:35,S016
TX0000245,U0018,P0670,1,182.81,04/09/2025 08:01,S033
TX0000246,U0018,P0101,5,110.5,29/08/2025 03:18,S042
TX0000247,U0018,P0005,5,295.27,22/08/2025 14:06,S049
TX0000248,U0018,P0204,1,160.5,19/07/2025 06:39,S009
TX0000249,U0018,P0370,4,826.79,24/07/2025 06:58,S009
TX0000250,U0018,P0125,2,116.0,05/07/2025 08:05,S022
TX0000251,U0018,P0782,3,405.04,27/06/2025 19:52,S033
TX0000252,U0018,P0931,3,551.14,09/07/2025 12:12,S047
TX0000253,U0018,P0140,2,86.35,22/08/2025 20:43,S046
TX0000254,U0018,P0571,2,114.34,23/09/2025 04:19,S018
TX0000255,U0018,P0205,3,158.39,30/08/2025 00:08,S032
TX0000256,U0018,P0306,4,168.23,03/08/2025 23:35,S018
TX0000257,U0018,P0614,5,254.62,11/07/2025 19:22,S014
TX0000258,U0018,P0840,1,114.13,01/07/2025 00:07,S004
TX0000259,U0018,P0046,3,251.44,07/07/2025 17:35,S018
TX0000260,U0018,P0045,4,524.46,23/07/2025 03:28,S015
TX0000261,U0018,P0876,5,149.17,27/07/2025 16:45,S027
TX0000262,U0018,P0547,5,1473.49,20/08/2025 12:59,S001
TX0000263,U0019,P0087,4,167.81,13/08/2025 19:56,S040
TX0000264,U0019,P0406,5,591.84,04/08/2025 10:17,S029
TX0000265,U0019,P0285,5,251.73,08/09/2025 02:36,S019
TX0000266,U0019,P0124,3,486.65,03/08/2025 23:10,S017
TX0000267,U0019,P0531,1,128.38,23/08/2025 06:00,S002
TX0000268,U0019,P0816,2,34.41,12/08/2025 06:20,S048
TX0000269,U0019,P0031,3,434.57,08/09/2025 07:59,S032
TX0000270,U0019,P0079,3,141.37,18/07/2025 17:22,S028
TX0000271,U0019,P0839,3,152.49,12/08/2025 21:45,S040
TX0000272,U0019,P0756,2,352.73,27/06/2025 01:53,S038
TX0000273,U0019,P0563,3,86.4,13/07/2025 21:18,S021
TX0000274,U0019,P0795,4,454.21,12/09/2025 22:28,S033
TX0000275,U0019,P0459,2,93.49,21/08/2025 09:28,S006
TX0000276,U0019,P0650,3,205.32,01/08/2025 07:22,S046
TX0000277,U0019,P0637,1,21.12,03/07/2025 03:49,S046
TX0000278,U0020,P0704,3,278.4,14/07/2025 03:45,S012
TX0000279,U0020,P0667,1,111.24,30/07/2025 04:54,S022
TX0000280,U0020,P0247,1,79.78,26/07/2025 19:12,S013
TX0000281,U0020,P0309,5,260.4,25/07/2025 13:22,S036
TX0000282,U0020,P0481,4,189.31,26/07/2025 12:40,S026
TX0000283,U0020,P0708,1,126.14,05/09/2025 07:12,S013
TX0000284,U0020,P0688,2,228.46,17/08/2025 19:36,S037
TX0000285,U0020,P0652,5,182.3,27/07/2025 21:27,S011
TX0000286,U0020,P0695,5,137.62,07/09/2025 06:22,S013
TX0000287,U0020,P0983,1,116.63,11/07/2025 14:56,S007
TX0000288,U0020,P0294,1,48.08,22/07/2025 21:02,S001
TX0000289,U0020,P0259,4,227.59,16/07/2025 21:27,S005
TX0000290,U0020,P0853,5,410.1,19/09/2025 02:02,S009
TX0000291,U0020,P0905,2,328.18,04/08/2025 22:18,S029
TX0000292,U0020,P0598,5,739.62,06/07/2025 08:48,S013
TX0000293,U0021,P0221,2,102.5,16/07/2025 03:24,S032
TX0000294,U0021,P0159,5,618.45,31/08/2025 03:08,S039
TX0000295,U0021,P0928,3,128.76,22/07/2025 11:19,S046
TX0000296,U0021,P0945,4,273.85,01/08/2025 04:19,S004
TX0000297,U0021,P0660,1,159.97,25/07/2025 08:10,S012
TX0000298,U0021,P0202,1,22.59,14/07/2025 03:48,S025
TX0000299,U0021,P0379,4,646.12,25/07/2025 08:59,S017
TX0000300,U0021,P0524,3,212.29,28/08/2025 14:11,S028
TX0000301,U0021,P0172,4,94.41,27/06/2025 14:05,S027
TX0000302,U0021,P0825,3,114.0,05/09/2025 04:56,S023
TX0000303,U0021,P0633,2,208.41,10/07/2025 07:59,S007
TX0000304,U0021,P0843,5,510.39,07/07/2025 09:18,S001
TX0000305,U0022,P0467,1,245.36,17/08/2025 12:00,S038
TX0000306,U0022,P0247,2,159.24,16/08/2025 21:25,S004
TX0000307,U0022,P0296,3,174.54,10/08/2025 20:08,S027
TX0000308,U0022,P0153,5,591.11,31/08/2025 12:31,S020
TX0000309,U0022,P0529,4,1137.63,18/09/2025 10:01,S025
TX0000310,U0022,P0400,5,279.38,26/07/2025 01:32,S043
TX0000311,U0022,P0692,4,825.92,04/09/2025 10:19,S034
TX0000312,U0022,P0696,5,703.78,10/07/2025 23:00,S010
TX0000313,U0023,P0527,4,672.37,20/09/2025 08:14,S012
TX0000314,U0023,P0787,5,379.4,27/07/2025 19:53,S030
TX0000315,U0023,P0647,4,457.89,11/08/2025 11:33,S021
TX0000316,U0023,P0455,3,197.35,10/08/2025 06:21,S016
TX0000317,U0023,P0709,1,57.65,14/07/2025 17:16,S030
TX0000318,U0023,P0676,1,30.4,08/08/2025 07:03,S002
TX0000319,U0023,P0862,2,363.45,02/09/2025 05:18,S019
TX0000320,U0024,P0459,2,103.34,21/07/2025 09:27,S040
TX0000321,U0024,P0771,1,55.43,21/07/2025 03:22,S041
TX0000322,U0024,P0284,3,119.17,10/09/2025 09:42,S018
TX0000323,U0024,P0001,2,112.23,12/08/2025 23:20,S014
TX0000324,U0024,P0609,4,415.49,06/07/2025 16:33,S025
TX0000325,U0024,P0698,2,88.22,08/08/2025 22:30,S004
TX0000326,U0024,P0824,1,122.51,28/07/2025 01:58,S033
TX0000327,U0024,P0165,5,212.72,30/08/2025 03:47,S008
TX0000328,U0024,P0416,4,341.46,21/08/2025 06:13,S019
TX0000329,U0024,P0983,3,371.64,15/07/2025 10:35,S041
TX0000330,U0024,P0936,3,131.13,12/09/2025 23:23,S011
TX0000331,U0024,P0812,1,69.19,31/07/2025 07:40,S018
TX0000332,U0024,P0217,4,367.88,02/08/2025 15:28,S009
TX0000333,U0024,P0903,1,122.77,29/08/2025 18:01,S024
TX0000334,U0024,P0970,2,239.08,25/06/2025 14:52,S007
TX0000335,U0024,P1000,2,90.5,08/07/2025 16:22,S023
TX0000336,U0024,P0280,5,755.33,30/07/2025 22:28,S007
TX0000337,U0024,P0568,1,124.44,18/08/2025 08:47,S008
TX0000338,U0024,P0388,5,190.19,10/09/2025 15:13,S023
TX0000339,U0024,P0033,3,453.23,05/08/2025 09:12,S046
TX0000340,U0024,P0024,2,368.4,11/08/2025 15:53,S042
TX0000341,U0024,P0373,3,188.12,04/07/2025 04:59,S016
TX0000342,U0025,P0616,4,409.76,03/09/2025 02:15,S020
TX0000343,U0025,P0583,2,135.7,11/09/2025 22:29,S004
TX0000344,U0025,P0776,3,319.77,05/09/2025 10:59,S028
TX0000345,U0025,P0199,1,33.01,28/06/2025 07:50,S034
TX0000346,U0025,P0586,4,710.15,31/08/2025 02:27,S022
TX0000347,U0025,P0253,2,400.42,20/07/2025 05:23,S004
TX0000348,U0025,P0302,5,450.65,17/07/2025 21:54,S021
TX0000349,U0025,P0907,5,360.74,10/08/2025 10:43,S024
TX0000350,U0025,P0035,2,164.22,09/07/2025 06:16,S037
TX0000351,U0025,P0136,1,94.14,27/06/2025 00:15,S028
TX0000352,U0025,P0701,1,99.04,18/07/2025 03:33,S036
TX0000353,U0025,P0842,2,152.98,09/09/2025 07:31,S012
TX0000354,U0025,P0938,1,46.16,24/08/2025 17:09,S017
TX0000355,U0025,P0212,2,141.59,13/09/2025 20:41,S043
TX0000356,U0025,P0117,5,875.24,12/09/2025 02:11,S009
TX0000357,U0026,P0943,4,280.26,23/09/2025 00:12,S023
TX0000358,U0026,P0932,3,143.55,18/08/2025 07:48,S032
TX0000359,U0026,P0116,2,253.04,31/08/2025 05:56,S014
TX0000360,U0026,P0872,5,359.62,24/08/2025 17:21,S004
TX0000361,U0026,P0789,1,131.02,20/08/2025 13:11,S019
TX0000362,U0026,P0908,2,105.09,22/07/2025 10:25,S032
TX0000363,U0026,P0511,5,308.4,29/06/2025 07:39,S027
TX0000364,U0026,P0233,5,193.54,18/09/2025 19:46,S032
TX0000365,U0026,P0915,4,234.74,03/08/2025 03:29,S037
TX0000366,U0026,P0349,1,32.67,22/07/2025 12:19,S038
TX0000367,U0026,P0664,2,141.84,17/08/2025 08:01,S010
TX0000368,U0026,P0221,4,199.77,10/09/2025 12:24,S031
TX0000369,U0026,P0285,4,205.21,28/08/2025 22:59,S017
TX0000370,U0026,P0734,1,73.24,25/08/2025 12:46,S023
TX0000371,U0026,P0038,2,321.14,30/07/2025 13:09,S037
TX0000372,U0026,P0619,4,302.3,19/09/2025 20:02,S040
TX0000373,U0026,P0238,2,118.11,09/08/2025 14:05,S001
TX0000374,U0026,P0760,3,365.17,18/07/2025 03:17,S004
TX0000375,U0027,P0218,3,276.01,10/09/2025 17:04,S029
TX0000376,U0027,P0154,4,584.48,19/09/2025 05:39,S019
TX0000377,U0027,P0387,5,379.61,23/08/2025 10:32,S042
TX0000378,U0027,P0840,3,357.11,10/07/2025 13:27,S026
TX0000379,U0027,P0103,4,728.36,12/08/2025 17:25,S018
TX0000380,U0027,P0046,5,430.9,22/08/2025 04:01,S030
TX0000381,U0027,P0602,3,454.39,07/08/2025 08:22,S020
TX0000382,U0027,P0154,2,323.07,27/06/2025 20:05,S042
TX0000383,U0027,P0607,1,323.7,05/08/2025 19:18,S001
TX0000384,U0027,P0864,2,144.35,14/07/2025 22:55,S038
TX0000385,U0027,P0360,4,260.31,28/07/2025 09:18,S009
TX0000386,U0027,P0973,2,274.49,25/06/2025 01:21,S008
TX0000387,U0028,P0752,3,152.6,25/07/2025 05:51,S002
TX0000388,U0028,P0837,1,185.59,05/08/2025 04:02,S044
TX0000389,U0028,P0094,3,551.77,17/09/2025 09:16,S044
TX0000390,U0028,P0550,1,49.23,03/08/2025 05:36,S034
TX0000391,U0028,P0049,2,299.14,29/07/2025 19:07,S003
TX0000392,U0028,P0499,5,515.36,18/07/2025 11:21,S011
TX0000393,U0028,P0320,1,17.94,20/09/2025 22:25,S001
TX0000394,U0028,P0679,3,198.87,30/06/2025 20:34,S038
TX0000395,U0028,P0598,2,315.54,21/09/2025 01:07,S047
TX0000396,U0028,P0707,4,190.29,01/09/2025 20:00,S045
TX0000397,U0028,P0788,2,64.27,25/08/2025 05:23,S040
TX0000398,U0028,P0718,1,24.09,30/07/2025 08:00,S046
TX0000399,U0028,P0807,4,198.46,12/08/2025 07:48,S006
TX0000400,U0028,P0370,3,576.08,08/08/2025 05:49,S009
TX0000401,U0028,P0230,4,349.45,21/07/2025 07:40,S001
TX0000402,U0028,P0979,1,122.34,20/09/2025 13:00,S003
TX0000403,U0029,P0894,3,442.99,17/09/2025 05:29,S022
TX0000404,U0029,P0721,5,1408.61,08/07/2025 13:07,S001
TX0000405,U0029,P0195,2,82.43,29/08/2025 19:31,S048
TX0000406,U0029,P0198,4,290.21,13/09/2025 11:31,S029
TX0000407,U0029,P0495,5,358.5,09/07/2025 13:54,S048
TX0000408,U0029,P0152,4,423.83,22/09/2025 00:09,S017
TX0000409,U0029,P0254,1,173.67,20/09/2025 17:26,S021
