transaction_id,timestamp,tx_date,user_id,store_id,product_id,qty,price,promo_id,is_online,promo_type,discount,start_date,end_date,festival_name,festival_category,InFestival,zone,province,profile,category,brand,base_price,promo_product_id
TX0000017,2025-08-27 13:25:00,2025-08-27,U0002,S007,P0506,5,613,,,,,,,,,0,10,เชียงใหม่,Hospital,InstantFoods,Brand_008,117,
TX0000018,2025-07-19 12:10:00,2025-07-19,U0002,S024,P0348,2,217,,,,,,,,,0,12,อุบลราชธานี,Entertainment Venue,Others,Brand_019,100,
TX0000019,2025-06-26 11:50:00,2025-06-26,U0002,S014,P0746,4,601,,,,,,,,,0,11,สุราษฎร์ธานี,Factory,FrozenFoods,Brand_027,147,
TX0000020,2025-09-07 17:09:00,2025-09-07,U0002,S038,P0506,2,252,,,,,,,,,0,11,กรุงเทพฯ,Educational Institution,InstantFoods,Brand_008,117,
TX0000021,2025-07-30 03:01:00,2025-07-30,U0002,S026,P0020,4,330,,,,,,,,,0,1,สุราษฎร์ธานี,Transport Hub,HealthBeauty,Brand_029,83,
TX0000022,2025-09-09 12:59:00,2025-09-09,U0002,S039,P0847,2,271,,,,,,,9.9 Double Day,วันเลขเบิ้ล,1,5,ภูเก็ต,Factory,PersonalCare,Brand_042,133,
TX0000023,2025-07-06 18:07:00,2025-07-06,U0002,S017,P0301,3,350,,,,,,,,,0,9,นครราชสีมา,Hospital,DairyBakery,Brand_027,108,
TX0000024,2025-07-04 15:09:00,2025-07-04,U0003,S041,P0251,4,222,,,,,,,,,0,6,นครราชสีมา,Office,PersonalCare,Brand_050,52,
TX0000025,2025-09-20 06:03:00,2025-09-20,U0003,S045,P1000,2,88,,,,,,,,,0,10,นครราชสีมา,Gas Station,Beverages,Brand_003,44,
TX0000026,2025-08-14 01:38:00,2025-08-14,U0003,S030,P0912,5,677,,,,,,,,,0,2,อุบลราชธานี,Gas Station,Others,Brand_040,137,
TX0000027,2025-09-13 01:37:00,2025-09-13,U0003,S005,P0969,4,158,,,,,,,,,0,10,ภูเก็ต,Tourist Attraction,InstantFoods,Brand_040,36,
TX0000028,2025-09-20 08:21:00,2025-09-20,U0003,S007,P0251,3,155,,,,,,,,,0,10,เชียงใหม่,Hospital,PersonalCare,Brand_050,52,
TX0000029,2025-08-01 12:59:00,2025-08-01,U0003,S047,P0642,4,195,,,,,,,,,0,8,ภูเก็ต,Hospital,Beverages,Brand_033,48,
TX0000030,2025-08-07 02:09:00,2025-08-07,U0003,S031,P0128,4,706,,,,,,,,,0,3,สุราษฎร์ธานี,Factory,HealthBeauty,Brand_029,182,
TX0000031,2025-08-14 23:03:00,2025-08-14,U0003,S028,P0076,3,545,,,,,,,,,0,6,เชียงใหม่,Office,Others,Brand_031,174,
TX0000032,2025-08-28 23:58:00,2025-08-28,U0003,S044,P0755,1,51,,,,,,,,,0,1,ขอนแก่น,Gas Station,DairyBakery,Brand_037,52,
TX0000033,2025-08-06 05:21:00,2025-08-06,U0003,S038,P0895,4,536,,,,,,,,,0,11,กรุงเทพฯ,Educational Institution,PersonalCare,Brand_028,139,
TX0000034,2025-09-20 15:59:00,2025-09-20,U0003,S001,P0119,5,633,,,,,,,,,0,3,สุราษฎร์ธานี,Residential/Market,FrozenFoods,Brand_027,127,
TX0000035,2025-06-25 16:19:00,2025-06-25,U0003,S021,P0824,3,247,,,,,,,,,0,1,ภูเก็ต,Transport Hub,ReadyToEat,Brand_005,86,
TX0000036,2025-07-19 11:18:00,2025-07-19,U0003,S050,P0953,4,736,,,,,,,,,0,3,สงขลา,Hospital,PersonalCare,Brand_045,172,
TX0000037,2025-09-10 14:08:00,2025-09-10,U0003,S009,P0463,1,44,,,,,,,,,0,8,นครราชสีมา,Office,Others,Brand_032,41,
TX0000038,2025-07-30 09:44:00,2025-07-30,U0004,S043,P0379,5,477,,,,,,,,,0,8,ขอนแก่น,Gas Station,ReadyToEat,Brand_022,100,
TX0000039,2025-07-17 01:12:00,2025-07-17,U0004,S006,P0426,4,305,,,,,,,,,0,12,นนทบุรี,Educational Institution,Beverages,Brand_008,75,
TX0000040,2025-08-30 21:02:00,2025-08-30,U0004,S008,P0650,2,230,,,,,,,,,0,12,นนทบุรี,Educational Institution,InstantFoods,Brand_027,109,
TX0000041,2025-07-17 16:55:00,2025-07-17,U0004,S049,P0447,3,467,,,,,,,,,0,8,สุราษฎร์ธานี,Factory,PersonalCare,Brand_014,144,
TX0000042,2025-08-11 12:33:00,2025-08-11,U0004,S001,P0106,5,203,,,,,,,,,0,3,สุราษฎร์ธานี,Residential/Market,Snacks,Brand_041,39,
TX0000043,2025-08-15 11:17:00,2025-08-15,U0004,S036,P0566,2,100,,,,,,,,,0,10,กรุงเทพฯ,Entertainment Venue,InstantFoods,Brand_008,49,
TX0000044,2025-08-15 11:03:00,2025-08-15,U0004,S046,P0668,2,332,,,,,,,,,0,4,เชียงใหม่,Educational Institution,FrozenFoods,Brand_041,164,
TX0000045,2025-08-28 12:29:00,2025-08-28,U0005,S010,P0111,1,151,,,,,,,,,0,3,อุบลราชธานี,Tourist Attraction,Household,Brand_021,142,
TX0000046,2025-09-10 13:58:00,2025-09-10,U0005,S030,P0285,3,850,,,,,,,,,0,2,อุบลราชธานี,Gas Station,Others,Brand_046,287,
TX0000047,2025-09-13 13:04:00,2025-09-13,U0005,S024,P0250,1,44,,,,,,,,,0,12,อุบลราชธานี,Entertainment Venue,Beverages,Brand_050,45,
TX0000048,2025-07-30 19:30:00,2025-07-30,U0005,S031,P0027,1,28,,,,,,,,,0,3,สุราษฎร์ธานี,Factory,InstantFoods,Brand_043,27,
TX0000049,2025-07-17 00:58:00,2025-07-17,U0005,S023,P0934,2,355,,,,,,,,,0,4,สุราษฎร์ธานี,Gas Station,Household,Brand_034,184,
TX0000050,2025-07-29 10:09:00,2025-07-29,U0005,S036,P0951,5,139,,,,,,,,,0,10,กรุงเทพฯ,Entertainment Venue,Beverages,Brand_011,27,
TX0000051,2025-09-02 02:53:00,2025-09-02,U0005,S041,P0029,1,32,,,,,,,,,0,6,นครราชสีมา,Office,Snacks,Brand_039,34,
TX0000052,2025-09-16 00:34:00,2025-09-16,U0005,S044,P0125,3,434,,,,,,,,,0,1,ขอนแก่น,Gas Station,FrozenFoods,Brand_050,146,
TX0000053,2025-08-27 08:12:00,2025-08-27,U0005,S029,P0614,4,772,,,,,,,,,0,8,กรุงเทพฯ,Hospital,HealthBeauty,Brand_019,184,
TX0000054,2025-08-24 01:38:00,2025-08-24,U0005,S022,P0737,5,180,,,,,,,,,0,6,นครราชสีมา,Hospital,Beverages,Brand_001,33,
TX0000055,2025-06-27 09:51:00,2025-06-27,U0005,S015,P0276,2,56,,,,,,,,,0,1,ชลบุรี,Educational Institution,InstantFoods,Brand_015,28,
TX0000056,2025-06-27 23:01:00,2025-06-27,U0005,S016,P0834,3,58,,,,,,,,,0,2,สุราษฎร์ธานี,Educational Institution,Others,Brand_008,20,
TX0000057,2025-08-09 03:07:00,2025-08-09,U0005,S021,P0465,4,731,,,,,,,,,0,1,ภูเก็ต,Transport Hub,Household,Brand_027,178,
TX0000058,2025-07-18 01:28:00,2025-07-18,U0006,S002,P0936,5,203,,,,,,,,,0,5,สุราษฎร์ธานี,Hospital,Snacks,Brand_006,37,
TX0000059,2025-08-14 02:56:00,2025-08-14,U0006,S019,P0267,5,414,,,,,,,,,0,4,สงขลา,Residential/Market,ReadyToEat,Brand_014,79,
TX0000060,2025-07-22 04:16:00,2025-07-22,U0006,S033,P0933,4,164,,,,,,,,,0,1,นครราชสีมา,Residential/Market,Beverages,Brand_013,41,
TX0000061,2025-07-01 16:43:00,2025-07-01,U0006,S003,P0123,4,263,,,,,,,,,0,10,กรุงเทพฯ,Gas Station,FrozenFoods,Brand_040,63,
TX0000062,2025-08-10 16:50:00,2025-08-10,U0006,S021,P0134,2,202,,,,,,,,,0,1,ภูเก็ต,Transport Hub,DairyBakery,Brand_027,94,
TX0000063,2025-08-22 15:45:00,2025-08-22,U0006,S041,P0031,5,514,,,,,,,,,0,6,นครราชสีมา,Office,FrozenFoods,Brand_005,102,
TX0000064,2025-08-04 22:25:00,2025-08-04,U0006,S024,P0958,5,354,,,,,,,,,0,12,อุบลราชธานี,Entertainment Venue,DairyBakery,Brand_016,66,
TX0000065,2025-08-21 07:24:00,2025-08-21,U0006,S001,P0892,2,399,,,,,,,,,0,3,สุราษฎร์ธานี,Residential/Market,PersonalCare,Brand_042,188,
TX0000066,2025-08-23 16:32:00,2025-08-23,U0007,S002,P0171,5,102,,,,,,,,,0,5,สุราษฎร์ธานี,Hospital,Snacks,Brand_049,19,
TX0000067,2025-07-03 18:15:00,2025-07-03,U0007,S017,P0137,5,985,,,,,,,,,0,9,นครราชสีมา,Hospital,Others,Brand_008,194,
TX0000068,2025-09-08 08:55:00,2025-09-08,U0007,S025,P0796,4,116,,,,,,,,,0,6,นนทบุรี,Entertainment Venue,Beverages,Brand_007,29,
TX0000069,2025-08-24 01:03:00,2025-08-24,U0007,S038,P0747,3,77,,,,,,,,,0,11,กรุงเทพฯ,Educational Institution,Snacks,Brand_041,26,
TX0000070,2025-09-22 10:15:00,2025-09-22,U0007,S026,P0365,3,332,,,,,,,เทศกาลกินเจ (Vegetarian Festival),เทศกาลไทย-จีน,1,1,สุราษฎร์ธานี,Transport Hub,ReadyToEat,Brand_037,102,
TX0000071,2025-08-22 02:18:00,2025-08-22,U0007,S046,P0789,5,247,,,,,,,,,0,4,เชียงใหม่,Educational Institution,FrozenFoods,Brand_015,45,
TX0000072,2025-08-06 21:03:00,2025-08-06,U0007,S034,P0239,4,208,,,,,,,,,0,6,สงขลา,Educational Institution,DairyBakery,Brand_032,51,
TX0000073,2025-06-30 19:25:00,2025-06-30,U0007,S016,P0504,5,310,,,,,,,,,0,2,สุราษฎร์ธานี,Educational Institution,Beverages,Brand_034,63,
TX0000074,2025-07-16 15:29:00,2025-07-16,U0007,S010,P0841,3,331,,,,,,,,,0,3,อุบลราชธานี,Tourist Attraction,FrozenFoods,Brand_037,107,
TX0000075,2025-08-30 06:18:00,2025-08-30,U0007,S011,P0379,2,193,,,,,,,,,0,9,ภูเก็ต,Tourist Attraction,ReadyToEat,Brand_022,100,
TX0000076,2025-07-15 13:12:00,2025-07-15,U0008,S024,P0308,4,193,,,,,,,,,0,12,อุบลราชธานี,Entertainment Venue,Snacks,Brand_019,47,
TX0000077,2025-08-23 19:52:00,2025-08-23,U0008,S041,P0925,2,242,,,,,,,,,0,6,นครราชสีมา,Office,ReadyToEat,Brand_044,111,
TX0000078,2025-09-12 21:00:00,2025-09-12,U0008,S019,P0082,2,97,,,,,,,,,0,4,สงขลา,Residential/Market,DairyBakery,Brand_011,50,
TX0000079,2025-07-01 13:24:00,2025-07-01,U0008,S049,P0161,2,406,,,,,,,,,0,8,สุราษฎร์ธานี,Factory,PersonalCare,Brand_002,196,
TX0000080,2025-08-18 01:25:00,2025-08-18,U0008,S014,P0091,3,456,,,,,,,,,0,11,สุราษฎร์ธานี,Factory,ReadyToEat,Brand_050,140,
TX0000081,2025-06-28 11:41:00,2025-06-28,U0008,S024,P0026,4,155,,,,,,,,,0,12,อุบลราชธานี,Entertainment Venue,PersonalCare,Brand_017,40,
TX0000082,2025-08-28 09:05:00,2025-08-28,U0008,S017,P0425,3,276,,,,,,,,,0,9,นครราชสีมา,Hospital,PersonalCare,Brand_023,93,
TX0000083,2025-06-30 05:18:00,2025-06-30,U0008,S017,P0155,2,303,,,,,,,,,0,9,นครราชสีมา,Hospital,PersonalCare,Brand_042,159,
TX0000084,2025-07-14 13:40:00,2025-07-14,U0008,S043,P0167,4,593,,,,,,,,,0,8,ขอนแก่น,Gas Station,ReadyToEat,Brand_015,142,
TX0000085,2025-07-20 12:19:00,2025-07-20,U0008,S001,P0660,2,135,,,,,,,,,0,3,สุราษฎร์ธานี,Residential/Market,PersonalCare,Brand_009,69,
TX0000086,2025-08-05 14:11:00,2025-08-05,U0008,S032,P0932,3,960,,,,,,,,,0,5,กรุงเทพฯ,Transport Hub,Others,Brand_026,299,
TX0000087,2025-07-01 23:20:00,2025-07-01,U0008,S020,P0079,3,516,,,,,,,,,0,6,ขอนแก่น,Entertainment Venue,PersonalCare,Brand_045,162,
TX0000088,2025-08-24 10:47:00,2025-08-24,U0008,S022,P0239,2,100,,,,,,,,,0,6,นครราชสีมา,Hospital,DairyBakery,Brand_032,51,
TX0000089,2025-08-29 15:39:00,2025-08-29,U0008,S016,P0668,5,814,,,,,,,,,0,2,สุราษฎร์ธานี,Educational Institution,FrozenFoods,Brand_041,164,
TX0000090,2025-07-04 03:01:00,2025-07-04,U0008,S010,P0648,5,515,,,,,,,,,0,3,อุบลราชธานี,Tourist Attraction,FrozenFoods,Brand_002,105,
TX0000091,2025-08-14 16:22:00,2025-08-14,U0008,S012,P0183,5,77,,,,,,,,,0,9,กรุงเทพฯ,Gas Station,Snacks,Brand_008,16,
TX0000092,2025-07-30 12:04:00,2025-07-30,U0008,S031,P0005,4,228,,,,,,,,,0,3,สุราษฎร์ธานี,Factory,DairyBakery,Brand_034,54,
TX0000093,2025-06-28 22:55:00,2025-06-28,U0009,S031,P0861,2,167,,,,,,,,,0,3,สุราษฎร์ธานี,Factory,Household,Brand_008,84,
TX0000094,2025-08-25 20:12:00,2025-08-25,U0009,S028,P0586,1,22,,,,,,,,,0,6,เชียงใหม่,Office,Beverages,Brand_034,21,
TX0000095,2025-07-18 04:13:00,2025-07-18,U0009,S020,P0956,1,180,,,,,,,,,0,6,ขอนแก่น,Entertainment Venue,HealthBeauty,Brand_023,165,
TX0000096,2025-09-08 23:21:00,2025-09-08,U0009,S007,P0432,3,394,,,,,,,,,0,10,เชียงใหม่,Hospital,Household,Brand_034,128,
TX0000097,2025-07-01 04:49:00,2025-07-01,U0009,S041,P0160,5,1446,,,,,,,,,0,6,นครราชสีมา,Office,Others,Brand_011,286,
TX0000098,2025-07-02 14:44:00,2025-07-02,U0009,S013,P0980,3,125,,,,,,,,,0,8,สงขลา,Entertainment Venue,Snacks,Brand_014,40,
TX0000099,2025-08-28 15:29:00,2025-08-28,U0009,S039,P0547,2,129,,,,,,,,,0,5,ภูเก็ต,Factory,DairyBakery,Brand_026,67,
TX0000100,2025-06-26 10:11:00,2025-06-26,U0009,S034,P0961,2,140,,,,,,,,,0,6,สงขลา,Educational Institution,DairyBakery,Brand_029,68,
TX0000101,2025-09-13 00:28:00,2025-09-13,U0009,S045,P0460,4,123,,,,,,,,,0,10,นครราชสีมา,Gas Station,Snacks,Brand_035,28,
TX0000102,2025-08-15 12:14:00,2025-08-15,U0009,S004,P0506,1,117,,,,,,,,,0,8,สุราษฎร์ธานี,Entertainment Venue,InstantFoods,Brand_008,117,
TX0000103,2025-07-19 10:32:00,2025-07-19,U0009,S003,P0294,2,149,,,,,,,,,0,10,กรุงเทพฯ,Gas Station,FrozenFoods,Brand_048,71,
TX0000104,2025-09-16 19:39:00,2025-09-16,U0009,S002,P0786,4,294,,,,,,,,,0,5,สุราษฎร์ธานี,Hospital,Beverages,Brand_036,69,
TX0000105,2025-07-03 19:42:00,2025-07-03,U0009,S047,P0003,4,160,,,,,,,,,0,8,ภูเก็ต,Hospital,Snacks,Brand_005,41,
TX0000106,2025-07-15 09:50:00,2025-07-15,U0009,S030,P0287,3,253,,,,,,,,,0,2,อุบลราชธานี,Gas Station,InstantFoods,Brand_016,82,
TX0000107,2025-08-27 05:44:00,2025-08-27,U0009,S028,P0703,5,285,,,,,,,,,0,6,เชียงใหม่,Office,Snacks,Brand_019,55,
TX0000108,2025-09-15 13:30:00,2025-09-15,U0009,S013,P0739,5,275,,,,,,,,,0,8,สงขลา,Entertainment Venue,ReadyToEat,Brand_034,52,
TX0000109,2025-09-02 17:03:00,2025-09-02,U0009,S040,P0101,5,88,,,,,,,,,0,1,ชลบุรี,Residential/Market,Snacks,Brand_018,17,
TX0000110,2025-08-31 18:39:00,2025-08-31,U0009,S031,P0275,5,685,,,,,,,,,0,3,สุราษฎร์ธานี,Factory,FrozenFoods,Brand_011,130,
TX0000111,2025-07-08 08:53:00,2025-07-08,U0009,S011,P0765,3,202,,,,,,,,,0,9,ภูเก็ต,Tourist Attraction,InstantFoods,Brand_020,62,
TX0000112,2025-08-24 05:31:00,2025-08-24,U0009,S050,P0635,1,136,,,,,,,,,0,3,สงขลา,Hospital,ReadyToEat,Brand_005,130,
TX0000113,2025-07-15 03:23:00,2025-07-15,U0010,S046,P0099,1,123,,,,,,,,,0,4,เชียงใหม่,Educational Institution,ReadyToEat,Brand_025,120,
TX0000114,2025-09-16 12:36:00,2025-09-16,U0010,S017,P0965,1,32,,,,,,,,,0,9,นครราชสีมา,Hospital,Beverages,Brand_035,30,
TX0000115,2025-07-07 04:06:00,2025-07-07,U0010,S034,P0030,1,138,,,,,,,7.7 Double Day,วันเลขเบิ้ล,1,6,สงขลา,Educational Institution,ReadyToEat,Brand_048,129,
TX0000116,2025-09-01 21:18:00,2025-09-01,U0010,S031,P0870,2,220,,,,,,,,,0,3,สุราษฎร์ธานี,Factory,ReadyToEat,Brand_035,115,
TX0000117,2025-08-20 03:36:00,2025-08-20,U0010,S046,P0352,4,273,,,,,,,,,0,4,เชียงใหม่,Educational Institution,Beverages,Brand_014,71,
TX0000118,2025-07-06 02:06:00,2025-07-06,U0010,S025,P0880,5,596,,,,,,,,,0,6,นนทบุรี,Entertainment Venue,Household,Brand_022,123,
TX0000119,2025-07-17 23:47:00,2025-07-17,U0010,S034,P0256,4,733,,,,,,,,,0,6,สงขลา,Educational Institution,PersonalCare,Brand_005,174,
TX0000120,2025-08-11 15:08:00,2025-08-11,U0010,S030,P0679,3,227,,,,,,,,,0,2,อุบลราชธานี,Gas Station,Beverages,Brand_018,77,
TX0000121,2025-09-09 20:02:00,2025-09-09,U0010,S018,P0335,4,875,,,,,,,9.9 Double Day,วันเลขเบิ้ล,1,6,กรุงเทพฯ,Educational Institution,Others,Brand_012,208,
TX0000122,2025-08-14 05:34:00,2025-08-14,U0010,S042,P0892,5,996,,,,,,,,,0,4,อุบลราชธานี,Gas Station,PersonalCare,Brand_042,188,
TX0000123,2025-08-18 01:57:00,2025-08-18,U0010,S039,P0554,2,226,,,,,,,,,0,5,ภูเก็ต,Factory,InstantFoods,Brand_034,114,
TX0000124,2025-07-02 17:10:00,2025-07-02,U0011,S019,P0697,1,83,,,,,,,,,0,4,สงขลา,Residential/Market,HealthBeauty,Brand_038,76,
TX0000125,2025-07-05 03:49:00,2025-07-05,U0011,S030,P0249,2,135,,,,,,,,,0,2,อุบลราชธานี,Gas Station,Beverages,Brand_025,68,
TX0000126,2025-07-01 03:01:00,2025-07-01,U0011,S047,P0537,3,174,,,,,,,,,0,8,ภูเก็ต,Hospital,InstantFoods,Brand_017,60,
TX0000127,2025-08-03 23:04:00,2025-08-03,U0011,S020,P0171,2,37,,,,,,,,,0,6,ขอนแก่น,Entertainment Venue,Snacks,Brand_049,19,
TX0000128,2025-06-27 18:01:00,2025-06-27,U0011,S044,P0456,3,356,,,,,,,,,0,1,ขอนแก่น,Gas Station,Others,Brand_028,117,
TX0000129,2025-08-16 04:05:00,2025-08-16,U0011,S023,P0208,3,306,,,,,,,,,0,4,สุราษฎร์ธานี,Gas Station,FrozenFoods,Brand_047,101,
TX0000130,2025-06-27 23:06:00,2025-06-27,U0011,S014,P0091,4,583,,,,,,,,,0,11,สุราษฎร์ธานี,Factory,ReadyToEat,Brand_050,140,
TX0000131,2025-08-30 02:43:00,2025-08-30,U0011,S033,P0211,1,69,,,,,,,,,0,1,นครราชสีมา,Residential/Market,FrozenFoods,Brand_023,72,
TX0000132,2025-08-15 17:38:00,2025-08-15,U0011,S005,P0115,2,147,,,,,,,,,0,10,ภูเก็ต,Tourist Attraction,DairyBakery,Brand_020,68,
TX0000133,2025-07-01 07:55:00,2025-07-01,U0011,S048,P0060,4,212,,,,,,,,,0,10,กรุงเทพฯ,Gas Station,PersonalCare,Brand_019,54,
TX0000134,2025-08-27 21:43:00,2025-08-27,U0011,S030,P0992,4,573,,,,,,,,,0,2,อุบลราชธานี,Gas Station,Household,Brand_034,140,
TX0000135,2025-06-27 14:05:00,2025-06-27,U0011,S008,P0813,4,357,,,,,,,,,0,12,นนทบุรี,Educational Institution,HealthBeauty,Brand_048,87,
TX0000136,2025-08-21 11:46:00,2025-08-21,U0011,S046,P0053,3,111,,,,,,,,,0,4,เชียงใหม่,Educational Institution,InstantFoods,Brand_008,38,
TX0000137,2025-09-23 08:49:00,2025-09-23,U0011,S047,P0597,1,73,,,,,,,เทศกาลกินเจ (Vegetarian Festival),เทศกาลไทย-จีน,1,8,ภูเก็ต,Hospital,Household,Brand_045,74,
TX0000138,2025-08-21 18:06:00,2025-08-21,U0011,S045,P0434,2,218,,,,,,,,,0,10,นครราชสีมา,Gas Station,ReadyToEat,Brand_025,112,
TX0000139,2025-09-06 00:01:00,2025-09-06,U0011,S036,P0152,5,443,,,,,,,,,0,10,กรุงเทพฯ,Entertainment Venue,HealthBeauty,Brand_046,84,
TX0000140,2025-08-14 18:10:00,2025-08-14,U0012,S031,P0551,3,188,,,,,,,,,0,3,สุราษฎร์ธานี,Factory,ReadyToEat,Brand_040,62,
TX0000141,2025-08-18 19:29:00,2025-08-18,U0012,S027,P0160,5,1454,,,,,,,,,0,9,กรุงเทพฯ,Educational Institution,Others,Brand_011,286,
TX0000142,2025-09-01 17:16:00,2025-09-01,U0012,S040,P0054,1,86,,,,,,,,,0,1,ชลบุรี,Residential/Market,PersonalCare,Brand_044,88,
TX0000143,2025-07-28 18:04:00,2025-07-28,U0012,S024,P0254,3,100,,,,,,,,,0,12,อุบลราชธานี,Entertainment Venue,Others,Brand_037,33,
TX0000144,2025-08-10 16:05:00,2025-08-10,U0012,S007,P0799,5,1290,,,,,,,,,0,10,เชียงใหม่,Hospital,Others,Brand_050,252,
TX0000145,2025-08-08 13:52:00,2025-08-08,U0012,S050,P0953,1,172,,,,,,,8.8 Double Day,วันเลขเบิ้ล,1,3,สงขลา,Hospital,PersonalCare,Brand_045,172,
TX0000146,2025-08-27 13:54:00,2025-08-27,U0012,S029,P0166,5,649,,,,,,,,,0,8,กรุงเทพฯ,Hospital,PersonalCare,Brand_039,121,
TX0000147,2025-09-18 15:03:00,2025-09-18,U0012,S046,P0179,5,251,,,,,,,,,0,4,เชียงใหม่,Educational Institution,Snacks,Brand_001,51,
TX0000148,2025-08-31 13:18:00,2025-08-31,U0012,S008,P0309,4,448,,,,,,,,,0,12,นนทบุรี,Educational Institution,FrozenFoods,Brand_020,113,
TX0000149,2025-07-19 08:59:00,2025-07-19,U0012,S036,P0884,2,119,,,,,,,,,0,10,กรุงเทพฯ,Entertainment Venue,Household,Brand_045,54,
TX0000150,2025-09-06 08:59:00,2025-09-06,U0013,S050,P0059,1,42,,,,,,,,,0,3,สงขลา,Hospital,Others,Brand_044,43,
TX0000151,2025-08-26 14:04:00,2025-08-26,U0013,S018,P0808,5,114,,,,,,,,,0,6,กรุงเทพฯ,Educational Institution,Snacks,Brand_040,22,
TX0000152,2025-06-29 03:37:00,2025-06-29,U0013,S049,P0324,3,305,,,,,,,,,0,8,สุราษฎร์ธานี,Factory,HealthBeauty,Brand_044,93,
TX0000153,2025-08-31 22:39:00,2025-08-31,U0013,S041,P0417,2,125,,,,,,,,,0,6,นครราชสีมา,Office,FrozenFoods,Brand_006,60,
TX0000154,2025-06-29 07:50:00,2025-06-29,U0013,S003,P0399,1,162,,,,,,,,,0,10,กรุงเทพฯ,Gas Station,Others,Brand_022,155,
TX0000155,2025-07-11 20:50:00,2025-07-11,U0013,S049,P0995,4,379,,,,,,,เข้าพรรษา (Buddhist Lent),วันสำคัญทางศาสนา,1,8,สุราษฎร์ธานี,Factory,DairyBakery,Brand_002,98,
TX0000156,2025-07-17 01:52:00,2025-07-17,U0013,S026,P0124,5,313,,,,,,,,,0,1,สุราษฎร์ธานี,Transport Hub,HealthBeauty,Brand_031,60,
TX0000157,2025-08-07 17:09:00,2025-08-07,U0013,S038,P0162,2,313,,,,,,,,,0,11,กรุงเทพฯ,Educational Institution,Others,Brand_050,158,
TX0000158,2025-09-04 07:31:00,2025-09-04,U0014,S043,P0708,3,278,,,,,,,,,0,8,ขอนแก่น,Gas Station,ReadyToEat,Brand_006,91,
TX0000159,2025-08-07 07:18:00,2025-08-07,U0014,S035,P0606,1,54,,,,,,,,,0,12,อุบลราชธานี,Gas Station,Snacks,Brand_024,56,
TX0000160,2025-07-11 16:15:00,2025-07-11,U0014,S010,P0211,5,375,,,,,,,เข้าพรรษา (Buddhist Lent),วันสำคัญทางศาสนา,1,3,อุบลราชธานี,Tourist Attraction,FrozenFoods,Brand_023,72,
