transaction_id,user_id,product_id,qty,price,timestamp,is_online,store_id,promo_id
PMTX0000082,U0013,P0090,2,101,01/08/2025 13:31,False,S037,PR0046
PMTX0000083,U0013,P0574,5,540,22/08/2025 19:04,False,S004,PR0100
PMTX0000084,U0013,P0857,5,409,19/08/2025 02:37,True,,PR0027
PMTX0000085,U0013,P0502,3,76,01/09/2025 20:59,False,S012,PR0041
PMTX0000086,U0014,P0861,4,111,10/08/2025 05:18,True,,PR0019
PMTX0000087,U0014,P0405,2,132,16/07/2025 16:53,True,,PR0054
PMTX0000088,U0014,P0340,2,425,20/07/2025 21:20,True,,PR0011
PMTX0000089,U0014,P0323,2,47,03/09/2025 11:24,False,S020,PR0031
PMTX0000090,U0014,P0659,4,139,12/07/2025 10:25,False,S041,PR0086
PMTX0000091,U0014,P0425,4,189,10/07/2025 18:00,False,S007,PR0076
PMTX0000092,U0015,P0759,2,129,26/07/2025 12:14,False,S013,PR0052
PMTX0000093,U0015,P0096,4,492,20/07/2025 08:13,False,S032,PR0038
PMTX0000094,U0015,P0293,4,135,02/07/2025 13:23,False,S014,PR0007
PMTX0000095,U0015,P0418,3,243,25/07/2025 23:50,False,S025,PR0049
PMTX0000096,U0015,P0979,5,347,30/06/2025 09:23,False,S013,PR0097
PMTX0000097,U0015,P0804,1,202,30/06/2025 01:47,False,S033,PR0033
PMTX0000098,U0016,P0659,3,107,09/07/2025 09:42,True,,PR0086
PMTX0000099,U0016,P0242,2,27,06/09/2025 04:50,False,S012,PR0043
PMTX0000100,U0016,P0498,4,253,24/08/2025 21:53,False,S031,PR0048
PMTX0000101,U0017,P0090,4,209,22/07/2025 07:10,False,S037,PR0046
PMTX0000102,U0017,P0488,5,152,07/07/2025 19:43,True,,PR0090
PMTX0000103,U0017,P0186,2,41,16/07/2025 10:31,False,S038,PR0017
PMTX0000104,U0017,P0808,5,555,09/07/2025 00:45,False,S019,PR0082
PMTX0000105,U0018,P0773,3,170,17/07/2025 18:54,False,S044,PR0093
PMTX0000106,U0018,P0895,4,259,05/07/2025 04:37,False,S014,PR0010
PMTX0000107,U0018,P0426,3,75,26/08/2025 18:14,False,S039,PR0094
PMTX0000108,U0018,P0405,5,335,12/07/2025 16:41,True,,PR0054
PMTX0000109,U0018,P0320,3,35,30/07/2025 02:29,False,S022,PR0061
PMTX0000110,U0019,P0960,1,119,03/09/2025 15:39,False,S003,PR0077
PMTX0000111,U0019,P0293,5,172,06/07/2025 03:43,False,S047,PR0007
PMTX0000112,U0019,P0246,5,429,25/08/2025 00:17,False,S005,PR0084
PMTX0000113,U0019,P0498,4,248,30/08/2025 00:57,False,S029,PR0048
PMTX0000114,U0019,P0052,1,38,21/08/2025 01:06,False,S037,PR0039
PMTX0000115,U0019,P0446,5,126,02/08/2025 04:10,False,S002,PR0096
PMTX0000116,U0019,P0538,5,938,17/09/2025 04:20,False,S043,PR0083
PMTX0000117,U0019,P0242,1,27,14/07/2025 04:13,False,S050,PR0043
PMTX0000118,U0020,P0527,1,158,02/09/2025 03:27,False,S045,PR0026
PMTX0000119,U0020,P0653,4,277,09/09/2025 10:28,True,,PR0098
PMTX0000120,U0020,P0759,2,131,01/08/2025 07:35,False,S042,PR0052
PMTX0000121,U0020,P0372,2,146,27/08/2025 12:24,False,S010,PR0035
PMTX0000122,U0021,P0801,2,135,24/07/2025 14:13,False,S043,PR0023
PMTX0000123,U0021,P0108,4,464,10/07/2025 00:31,False,S031,PR0095
PMTX0000124,U0021,P0047,3,82,09/09/2025 09:50,False,S043,PR0034
PMTX0000125,U0021,P0759,4,255,14/08/2025 19:43,False,S020,PR0052
PMTX0000126,U0021,P0675,4,110,14/07/2025 16:18,False,S038,PR0072
PMTX0000127,U0021,P0323,5,121,10/09/2025 00:44,False,S026,PR0031
PMTX0000128,U0022,P0418,2,159,24/07/2025 23:33,False,S033,PR0049
PMTX0000129,U0022,P0405,2,127,18/07/2025 23:26,True,,PR0054
PMTX0000130,U0022,P0466,2,348,09/07/2025 09:40,False,S027,PR0058
PMTX0000131,U0022,P0072,1,91,01/09/2025 05:48,False,S039,PR0056
PMTX0000132,U0022,P0057,1,9,08/08/2025 06:43,False,S034,PR0016
PMTX0000133,U0022,P0875,2,55,03/09/2025 16:56,False,S030,PR0003
PMTX0000134,U0023,P0355,5,173,29/07/2025 13:56,False,S024,PR0099
PMTX0000135,U0023,P0498,2,125,27/08/2025 12:41,False,S006,PR0048
PMTX0000136,U0023,P0948,2,62,01/08/2025 23:38,False,S040,PR0080
PMTX0000137,U0023,P0302,3,236,25/08/2025 15:47,False,S046,PR0021
PMTX0000138,U0023,P0736,2,183,27/07/2025 08:03,False,S010,PR0005
PMTX0000139,U0024,P0418,4,324,02/08/2025 13:39,False,S045,PR0049
PMTX0000140,U0024,P0152,3,219,27/08/2025 07:10,False,S025,PR0032
PMTX0000141,U0024,P0574,2,211,28/08/2025 15:28,False,S037,PR0100
PMTX0000142,U0024,P0047,3,83,22/08/2025 19:11,False,S019,PR0034
PMTX0000143,U0024,P0948,3,88,07/07/2025 02:21,False,S027,PR0080
PMTX0000144,U0025,P0391,2,236,09/08/2025 05:35,False,S030,PR0055
PMTX0000145,U0025,P0801,3,204,22/07/2025 22:51,False,S050,PR0023
PMTX0000146,U0025,P0057,1,9,04/08/2025 22:44,False,S049,PR0016
PMTX0000147,U0025,P0213,4,172,21/08/2025 06:59,True,,PR0008
PMTX0000148,U0026,P0861,4,108,08/08/2025 13:18,False,S038,PR0019
PMTX0000149,U0026,P0653,1,71,02/09/2025 09:16,False,S019,PR0098
PMTX0000150,U0026,P0675,3,85,07/07/2025 18:58,False,S022,PR0072
PMTX0000151,U0027,P0339,2,186,19/07/2025 21:22,False,S012,PR0088
PMTX0000152,U0027,P0633,4,197,28/08/2025 14:04,False,S050,PR0050
PMTX0000153,U0027,P0720,5,188,26/07/2025 14:25,False,S020,PR0064
PMTX0000154,U0027,P0955,3,163,24/08/2025 21:08,False,S037,PR0089
PMTX0000155,U0027,P0118,1,73,09/07/2025 07:38,False,S039,PR0091
PMTX0000156,U0027,P0601,4,151,11/07/2025 05:02,True,,PR0015
PMTX0000157,U0027,P0481,3,120,24/08/2025 18:56,True,,PR0073
PMTX0000158,U0027,P0551,4,597,22/08/2025 07:40,False,S048,PR0020
PMTX0000159,U0028,P0718,2,25,21/08/2025 18:08,False,S016,PR0063
PMTX0000160,U0028,P0429,1,33,08/08/2025 10:13,False,S026,PR0006
PMTX0000161,U0028,P0006,5,801,10/07/2025 15:06,False,S035,PR0002
PMTX0000162,U0028,P0870,4,211,07/09/2025 22:19,True,,PR0081
PMTX0000163,U0028,P0123,3,162,19/09/2025 10:20,False,S018,PR0057
PMTX0000164,U0029,P0857,4,323,08/08/2025 16:20,False,S038,PR0027
PMTX0000165,U0029,P0047,4,113,14/09/2025 05:22,True,,PR0034
PMTX0000166,U0029,P0895,3,196,11/07/2025 12:49,False,S030,PR0010
PMTX0000167,U0029,P0486,5,113,29/07/2025 11:21,False,S033,PR0025
PMTX0000168,U0029,P0118,1,72,02/07/2025 12:42,False,S008,PR0091
PMTX0000169,U0029,P0700,1,45,15/07/2025 22:03,False,S006,PR0028
PMTX0000170,U0029,P0759,4,259,31/07/2025 15:59,True,,PR0052
PMTX0000171,U0030,P0323,3,75,04/09/2025 05:11,False,S042,PR0031
PMTX0000172,U0030,P0700,5,114,13/07/2025 09:15,True,,PR0028
PMTX0000173,U0030,P0498,3,185,25/08/2025 20:12,False,S030,PR0048
PMTX0000174,U0031,P0641,2,76,03/08/2025 22:55,False,S001,PR0075
PMTX0000175,U0031,P0667,3,259,04/09/2025 05:01,False,S018,PR0053
PMTX0000176,U0031,P0261,1,28,08/08/2025 07:06,False,S015,PR0022
PMTX0000177,U0031,P0369,5,729,08/08/2025 15:11,False,S025,PR0045
PMTX0000178,U0032,P0718,1,25,22/08/2025 10:13,False,S041,PR0063
PMTX0000179,U0032,P0945,3,101,19/07/2025 03:46,False,S020,PR0085
PMTX0000180,U0032,P0502,4,101,15/09/2025 22:04,False,S039,PR0041
PMTX0000181,U0033,P0052,1,37,10/08/2025 08:26,False,S025,PR0039
PMTX0000182,U0033,P0428,4,451,20/07/2025 09:56,True,,PR0012
PMTX0000183,U0033,P0057,5,46,21/08/2025 02:43,False,S009,PR0016
PMTX0000184,U0033,P0845,4,59,17/07/2025 05:08,False,S009,PR0051
PMTX0000185,U0033,P0574,5,531,24/08/2025 20:57,False,S006,PR0100
PMTX0000186,U0034,P0574,5,512,12/09/2025 09:36,False,S041,PR0100
PMTX0000187,U0034,P0152,4,291,19/09/2025 01:55,False,S032,PR0032
PMTX0000188,U0034,P0006,4,666,20/07/2025 04:55,False,S047,PR0002
PMTX0000189,U0034,P0945,3,100,13/07/2025 05:14,False,S021,PR0085
PMTX0000190,U0034,P0428,2,222,19/08/2025 11:25,True,,PR0012
PMTX0000191,U0034,P0551,1,148,15/07/2025 18:49,False,S022,PR0020
PMTX0000192,U0034,P0895,5,331,05/07/2025 21:37,False,S009,PR0010
PMTX0000193,U0034,P0900,4,536,02/08/2025 07:24,True,,PR0036
PMTX0000194,U0034,P0562,4,230,28/08/2025 01:07,False,S016,PR0030
PMTX0000195,U0034,P0720,2,75,29/07/2025 05:10,False,S005,PR0064
PMTX0000196,U0034,P0653,1,68,30/08/2025 00:53,False,S048,PR0098
PMTX0000197,U0035,P0486,1,22,08/08/2025 07:01,False,S015,PR0025
PMTX0000198,U0035,P0659,2,73,06/07/2025 06:02,False,S030,PR0086
PMTX0000199,U0035,P0700,3,69,09/07/2025 09:25,False,S034,PR0028
PMTX0000200,U0035,P0006,3,488,18/07/2025 12:45,False,S038,PR0002
PMTX0000201,U0035,P0900,1,139,09/08/2025 08:41,True,,PR0036
PMTX0000202,U0035,P0740,1,22,30/07/2025 10:46,False,S041,PR0078
PMTX0000203,U0036,P0960,3,368,03/09/2025 07:42,False,S049,PR0077
PMTX0000204,U0036,P0486,2,45,01/08/2025 08:13,False,S016,PR0025
PMTX0000205,U0037,P0186,5,100,25/07/2025 12:10,True,,PR0017
PMTX0000206,U0037,P0108,3,353,10/07/2025 20:12,False,S048,PR0095
PMTX0000207,U0037,P0466,4,713,11/07/2025 19:11,False,S009,PR0058
PMTX0000208,U0037,P0820,4,76,18/07/2025 21:07,False,S046,PR0074
PMTX0000209,U0037,P0875,1,28,01/09/2025 01:32,False,S020,PR0003
PMTX0000210,U0037,P0875,1,27,30/08/2025 09:26,False,S030,PR0003
PMTX0000211,U0037,P0948,4,124,26/07/2025 15:28,False,S025,PR0080
PMTX0000212,U0037,P0293,1,35,01/07/2025 11:20,False,S013,PR0007
PMTX0000213,U0038,P0934,1,37,22/08/2025 10:00,False,S035,PR0060
PMTX0000214,U0038,P0679,4,191,19/08/2025 08:10,True,,PR0071
PMTX0000215,U0038,P0804,2,399,28/06/2025 17:00,False,S031,PR0033
PMTX0000216,U0039,P0418,1,80,13/08/2025 08:50,False,S037,PR0049
PMTX0000217,U0039,P0355,3,102,15/07/2025 18:58,False,S008,PR0099
PMTX0000218,U0039,P0466,4,712,26/06/2025 11:52,False,S002,PR0058
PMTX0000219,U0040,P0653,1,70,03/09/2025 00:43,False,S004,PR0098
PMTX0000220,U0040,P0446,5,127,31/07/2025 12:19,False,S017,PR0096
PMTX0000221,U0040,P0246,4,355,24/08/2025 15:30,False,S043,PR0084
PMTX0000222,U0040,P0955,3,164,29/08/2025 18:47,False,S039,PR0089
PMTX0000223,U0040,P0498,4,249,27/08/2025 00:32,False,S024,PR0048
PMTX0000224,U0041,P0429,3,104,19/07/2025 17:43,False,S003,PR0006
PMTX0000225,U0041,P0955,3,161,25/08/2025 23:01,False,S039,PR0089
PMTX0000226,U0041,P0700,1,44,09/07/2025 09:28,False,S029,PR0028
PMTX0000227,U0041,P0152,3,224,13/09/2025 21:50,False,S012,PR0032
PMTX0000228,U0041,P0979,1,70,31/07/2025 19:21,False,S020,PR0097
PMTX0000229,U0041,P0659,2,72,09/07/2025 03:10,False,S001,PR0086
PMTX0000230,U0041,P0864,5,227,20/08/2025 10:13,False,S018,PR0079
PMTX0000231,U0041,P0051,1,47,01/09/2025 04:56,False,S038,PR0047
PMTX0000232,U0042,P0979,1,69,18/08/2025 18:13,False,S027,PR0097
PMTX0000233,U0042,P0641,4,151,07/08/2025 21:48,False,S032,PR0075
PMTX0000234,U0042,P0979,2,140,06/08/2025 03:21,True,,PR0097
PMTX0000235,U0042,P0895,5,319,08/07/2025 20:49,False,S008,PR0010
PMTX0000236,U0042,P0260,5,129,06/07/2025 02:24,False,S031,PR0068
PMTX0000237,U0042,P0675,1,54,02/07/2025 22:54,False,S033,PR0072
PMTX0000238,U0042,P0486,3,68,02/08/2025 23:45,False,S036,PR0025
PMTX0000239,U0043,P0864,1,45,31/08/2025 18:11,False,S038,PR0079
PMTX0000240,U0043,P0557,5,118,24/07/2025 10:57,False,S040,PR0062
PMTX0000241,U0044,P0641,5,192,04/08/2025 19:59,False,S003,PR0075
PMTX0000242,U0044,P0574,2,204,11/08/2025 02:46,False,S038,PR0100
PMTX0000243,U0044,P0428,1,111,11/07/2025 02:41,False,S013,PR0012
PMTX0000244,U0044,P0574,2,208,20/08/2025 12:11,False,S019,PR0100
PMTX0000245,U0044,P0667,5,427,29/08/2025 10:41,False,S024,PR0053
PMTX0000246,U0045,P0601,4,152,28/06/2025 17:36,False,S022,PR0015
PMTX0000247,U0045,P0653,3,205,02/09/2025 06:33,False,S036,PR0098
PMTX0000248,U0045,P0246,3,264,16/09/2025 23:48,False,S009,PR0084
PMTX0000249,U0045,P0884,4,599,01/07/2025 17:00,False,S033,PR0070
PMTX0000250,U0045,P0527,2,157,30/08/2025 19:24,False,S042,PR0026
PMTX0000251,U0045,P0047,1,28,03/09/2025 15:15,False,S037,PR0034
PMTX0000252,U0045,P0934,5,187,16/08/2025 15:38,False,S010,PR0060
PMTX0000253,U0046,P0323,4,99,10/09/2025 11:25,True,,PR0031
PMTX0000254,U0046,P0186,4,82,10/08/2025 15:39,False,S011,PR0017
PMTX0000255,U0046,P0006,2,329,09/07/2025 15:42,False,S008,PR0002
PMTX0000256,U0046,P0159,4,222,02/08/2025 09:39,False,S018,PR0065
PMTX0000257,U0046,P0372,3,230,05/09/2025 01:56,False,S014,PR0035
PMTX0000258,U0046,P0759,1,65,03/08/2025 02:19,False,S039,PR0052
PMTX0000259,U0047,P0675,3,85,09/07/2025 19:59,False,S047,PR0072
PMTX0000260,U0047,P0551,4,576,08/08/2025 17:05,False,S013,PR0020
PMTX0000261,U0047,P0152,1,71,28/08/2025 21:22,False,S004,PR0032
PMTX0000262,U0047,P0408,5,194,31/08/2025 05:42,False,S029,PR0067
PMTX0000263,U0047,P0608,1,52,06/09/2025 07:19,False,S049,PR0001
PMTX0000264,U0048,P0857,2,169,09/08/2025 10:32,True,,PR0027
PMTX0000265,U0048,P0391,4,455,13/08/2025 03:07,False,S021,PR0055
PMTX0000266,U0048,P0711,4,220,04/08/2025 00:24,False,S027,PR0014
PMTX0000267,U0048,P0629,4,383,01/08/2025 17:16,True,,PR0018
PMTX0000268,U0048,P0633,5,247,29/08/2025 20:04,False,S023,PR0050
PMTX0000269,U0048,P0608,4,215,04/09/2025 22:16,False,S041,PR0001
PMTX0000270,U0049,P0418,1,79,08/08/2025 12:23,True,,PR0049
PMTX0000271,U0049,P0502,1,25,26/08/2025 21:36,False,S011,PR0041
PMTX0000272,U0049,P0801,2,133,19/07/2025 02:51,False,S040,PR0023
PMTX0000273,U0049,P0057,5,44,21/08/2025 10:11,False,S033,PR0016
PMTX0000274,U0049,P0791,5,678,21/07/2025 16:36,False,S003,PR0066
PMTX0000275,U0049,P0574,5,532,14/08/2025 05:22,False,S034,PR0100
PMTX0000276,U0049,P0372,5,372,28/08/2025 06:54,False,S002,PR0035
PMTX0000277,U0049,P0372,5,373,05/09/2025 01:56,False,S030,PR0035
PMTX0000278,U0049,P0864,5,227,02/08/2025 12:14,False,S050,PR0079
PMTX0000279,U0049,P0096,3,374,26/07/2025 20:19,False,S012,PR0038
PMTX0000280,U0049,P0557,5,117,19/08/2025 04:33,False,S001,PR0062
PMTX0000281,U0049,P0711,4,218,03/08/2025 04:44,False,S036,PR0014
PMTX0000282,U0049,P0804,4,807,28/06/2025 10:23,True,,PR0033
PMTX0000283,U0050,P0108,4,468,06/07/2025 10:52,False,S045,PR0095
PMTX0000284,U0050,P0864,1,45,17/08/2025 09:28,False,S019,PR0079
PMTX0000285,U0050,P0870,2,102,03/09/2025 14:27,False,S035,PR0081
PMTX0000286,U0050,P0123,4,221,19/09/2025 13:00,True,,PR0057
PMTX0000287,U0050,P0740,2,44,30/07/2025 07:15,True,,PR0078
PMTX0000288,U0050,P0408,5,190,29/08/2025 21:32,False,S044,PR0067
PMTX0000289,U0051,P0391,5,590,13/08/2025 07:41,True,,PR0055
PMTX0000290,U0051,P0641,1,77,07/08/2025 14:08,False,S006,PR0075
PMTX0000291,U0051,P0679,4,186,21/08/2025 07:32,False,S019,PR0071
PMTX0000292,U0051,P0103,2,181,10/07/2025 10:53,False,S005,PR0024
PMTX0000293,U0051,P0979,3,213,08/08/2025 07:31,False,S002,PR0097
PMTX0000294,U0051,P0675,1,57,03/07/2025 02:25,True,,PR0072
PMTX0000295,U0052,P0608,4,208,09/09/2025 06:12,False,S031,PR0001
PMTX0000296,U0052,P0426,3,76,19/08/2025 20:10,False,S001,PR0094
PMTX0000297,U0052,P0405,1,66,11/07/2025 14:45,False,S043,PR0054
PMTX0000298,U0052,P0870,5,255,31/08/2025 23:08,False,S026,PR0081
PMTX0000299,U0052,P0006,5,819,21/07/2025 12:32,False,S005,PR0002
PMTX0000300,U0052,P0641,2,78,02/08/2025 04:57,False,S024,PR0075
PMTX0000301,U0052,P0246,4,354,08/09/2025 09:44,False,S035,PR0084
PMTX0000302,U0053,P0156,2,102,28/08/2025 04:30,False,S010,PR0059
PMTX0000303,U0053,P0820,5,95,13/07/2025 17:54,False,S014,PR0074
PMTX0000304,U0053,P0323,5,124,04/09/2025 17:00,False,S013,PR0031
PMTX0000305,U0053,P0629,5,481,02/09/2025 10:55,False,S046,PR0018
PMTX0000306,U0054,P0657,4,156,14/07/2025 14:45,False,S038,PR0013
PMTX0000307,U0054,P0159,5,291,25/07/2025 05:51,False,S035,PR0065
PMTX0000308,U0054,P0047,1,28,21/08/2025 03:20,False,S049,PR0034
PMTX0000309,U0054,P0804,4,773,01/07/2025 08:09,False,S013,PR0033
PMTX0000310,U0054,P0108,1,119,07/07/2025 10:45,False,S046,PR0095
PMTX0000311,U0054,P0123,2,112,11/09/2025 09:29,False,S037,PR0057
PMTX0000312,U0054,P0466,5,899,31/07/2025 21:30,False,S008,PR0058
PMTX0000313,U0054,P0261,5,139,06/08/2025 23:19,False,S018,PR0022
PMTX0000314,U0055,P0629,4,368,03/08/2025 07:51,False,S037,PR0018
PMTX0000315,U0055,P0186,3,63,05/09/2025 05:09,False,S050,PR0017
PMTX0000316,U0055,P0118,2,145,02/07/2025 03:28,False,S019,PR0091
PMTX0000317,U0055,P0691,3,58,08/08/2025 17:05,False,S038,PR0044
PMTX0000318,U0055,P0184,4,96,30/07/2025 23:46,False,S005,PR0042
PMTX0000319,U0056,P0138,2,105,07/08/2025 21:16,False,S025,PR0092
PMTX0000320,U0056,P0801,1,66,22/07/2025 13:37,False,S037,PR0023
PMTX0000321,U0056,P0885,1,163,07/08/2025 19:52,False,S043,PR0087
PMTX0000322,U0056,P0791,1,132,07/07/2025 16:09,False,S037,PR0066
PMTX0000323,U0057,P0884,5,742,06/07/2025 19:32,False,S022,PR0070
PMTX0000324,U0057,P0700,3,66,10/07/2025 22:33,False,S018,PR0028
PMTX0000325,U0057,P0718,2,25,17/08/2025 22:19,False,S025,PR0063
PMTX0000326,U0057,P0801,4,261,23/07/2025 01:21,False,S039,PR0023
PMTX0000327,U0057,P0103,4,355,10/07/2025 06:50,False,S023,PR0024
PMTX0000328,U0058,P0103,1,89,07/07/2025 06:20,False,S038,PR0024
PMTX0000329,U0058,P0527,3,235,30/07/2025 18:07,False,S047,PR0026
PMTX0000330,U0058,P0486,1,22,27/07/2025 06:46,False,S036,PR0025
PMTX0000331,U0058,P0072,5,442,01/09/2025 08:47,False,S032,PR0056
PMTX0000332,U0058,P0246,5,421,13/09/2025 21:16,False,S039,PR0084
PMTX0000333,U0059,P0355,1,34,06/08/2025 17:07,False,S039,PR0099
PMTX0000334,U0059,P0486,1,22,01/08/2025 09:49,False,S004,PR0025
PMTX0000335,U0059,P0633,3,146,29/08/2025 12:47,False,S028,PR0050
PMTX0000336,U0059,P0138,1,107,19/08/2025 03:08,False,S001,PR0092
PMTX0000337,U0059,P0641,5,188,01/08/2025 09:42,False,S027,PR0075
PMTX0000338,U0059,P0720,3,116,02/08/2025 14:25,False,S047,PR0064
PMTX0000339,U0059,P0481,2,78,25/08/2025 08:53,True,,PR0073
PMTX0000340,U0059,P0002,2,115,05/08/2025 09:40,False,S036,PR0009
PMTX0000341,U0059,P0657,2,78,06/08/2025 16:53,False,S046,PR0013
PMTX0000342,U0059,P0948,4,119,18/07/2025 02:39,False,S013,PR0080
