transaction_id,user_id,product_id,qty,price,timestamp,store_id,is_online,products.category,products.brand,products.base_price,stores.zone,stores.province,stores.profile,promo_id
TX0011184,U0793,P0615,4,252,25/8/2025 9:35,S042,FALSE,Snacks,Brand_016,58,4,อุบลราชธานี,Gas Station,
TX0011369,U0807,P0400,4,1222,29/7/2025 11:05,S042,FALSE,Others,Brand_001,282,4,อุบลราชธานี,Gas Station,
TX0011410,U0810,P0672,4,419,19/9/2025 18:17,S042,FALSE,ReadyToEat,Brand_014,105,4,อุบลราชธานี,Gas Station,
TX0011488,U0816,P0740,4,167,5/8/2025 12:44,S042,FALSE,DairyBakery,Brand_007,41,4,อุบลราชธานี,Gas Station,
TX0011658,U0828,P0296,4,570,29/6/2025 21:08,S042,FALSE,HealthBeauty,Brand_013,141,4,อุบลราชธานี,Gas Station,
TX0012000,U0852,P0398,4,284,11/9/2025 0:28,S042,FALSE,Household,Brand_003,73,4,อุบลราชธานี,Gas Station,
TX0012181,U0864,P0811,4,325,14/9/2025 23:40,S042,FALSE,HealthBeauty,Brand_019,83,4,อุบลราชธานี,Gas Station,
TX0012511,U0888,P0384,4,349,9/7/2025 2:06,S042,FALSE,ReadyToEat,Brand_048,85,4,อุบลราชธานี,Gas Station,
TX0012546,U0890,P0005,4,231,6/8/2025 17:54,S042,FALSE,DairyBakery,Brand_034,54,4,อุบลราชธานี,Gas Station,
TX0012763,U0905,P0619,4,173,17/9/2025 20:52,S042,FALSE,HealthBeauty,Brand_024,42,4,อุบลราชธานี,Gas Station,
TX0013330,U0944,P0779,4,429,9/9/2025 11:19,S042,FALSE,InstantFoods,Brand_030,102,4,อุบลราชธานี,Gas Station,
TX0013811,U0981,P0543,4,464,2/7/2025 16:40,S042,FALSE,PersonalCare,Brand_041,108,4,อุบลราชธานี,Gas Station,
TX0013889,U0985,P0477,4,571,9/8/2025 14:38,S042,FALSE,HealthBeauty,Brand_013,130,4,อุบลราชธานี,Gas Station,
TX0000314,U0024,P0008,3,344,26/6/2025 9:39,S042,FALSE,DairyBakery,Brand_022,105,4,อุบลราชธานี,Gas Station,
TX0000683,U0052,P1000,5,227,12/9/2025 1:56,S042,FALSE,Beverages,Brand_003,44,4,อุบลราชธานี,Gas Station,
TX0000188,U0015,P0038,5,1002,9/9/2025 20:36,S042,FALSE,Others,Brand_046,194,4,อุบลราชธานี,Gas Station,
TX0000415,U0030,P0566,1,52,11/9/2025 18:42,S042,FALSE,InstantFoods,Brand_008,49,4,อุบลราชธานี,Gas Station,
TX0000122,U0010,P0892,5,996,14/8/2025 5:34,S042,FALSE,PersonalCare,Brand_042,188,4,อุบลราชธานี,Gas Station,
TX0000522,U0040,P0892,5,898,19/9/2025 8:40,S042,FALSE,PersonalCare,Brand_042,188,4,อุบลราชธานี,Gas Station,
TX0000397,U0029,P0137,3,555,5/8/2025 13:31,S042,FALSE,Others,Brand_008,194,4,อุบลราชธานี,Gas Station,
TX0000384,U0028,P0072,3,587,24/8/2025 14:49,S042,FALSE,Household,Brand_006,194,4,อุบลราชธานี,Gas Station,
TX0000909,U0069,P0072,5,972,5/7/2025 20:07,S042,FALSE,Household,Brand_006,194,4,อุบลราชธานี,Gas Station,
TX0000816,U0061,P0075,3,162,7/8/2025 15:29,S042,FALSE,Others,Brand_025,51,4,อุบลราชธานี,Gas Station,
TX0000496,U0037,P0105,3,521,29/6/2025 19:52,S042,FALSE,Others,Brand_044,181,4,อุบลราชธานี,Gas Station,
TX0000309,U0024,P0456,2,234,16/7/2025 18:40,S042,FALSE,Others,Brand_028,117,4,อุบลราชธานี,Gas Station,
TX0000168,U0015,P0560,5,873,11/8/2025 13:27,S042,FALSE,FrozenFoods,Brand_003,172,4,อุบลราชธานี,Gas Station,
TX0000587,U0045,P0209,1,115,29/7/2025 12:17,S042,FALSE,DairyBakery,Brand_043,109,4,อุบลราชธานี,Gas Station,
TX0000586,U0044,P0222,3,54,2/9/2025 16:10,S042,FALSE,Snacks,Brand_013,17,4,อุบลราชธานี,Gas Station,
TX0000295,U0022,P0241,3,95,2/9/2025 4:37,S042,FALSE,Snacks,Brand_002,29,4,อุบลราชธานี,Gas Station,
TX0000674,U0051,P0649,1,36,26/7/2025 13:00,S042,FALSE,Snacks,Brand_013,37,4,อุบลราชธานี,Gas Station,
TX0000520,U0039,P0876,3,207,12/8/2025 12:25,S042,FALSE,FrozenFoods,Brand_023,70,4,อุบลราชธานี,Gas Station,
TX0000459,U0035,P0361,1,196,13/8/2025 14:55,S042,FALSE,HealthBeauty,Brand_004,196,4,อุบลราชธานี,Gas Station,
TX0000374,U0028,P0988,5,891,4/7/2025 10:39,S042,FALSE,FrozenFoods,Brand_015,176,4,อุบลราชธานี,Gas Station,
TX0000477,U0036,P0689,2,247,12/8/2025 17:26,S042,FALSE,HealthBeauty,Brand_032,120,4,อุบลราชธานี,Gas Station,
TX0000989,U0075,P0667,5,513,7/9/2025 7:49,S042,FALSE,PersonalCare,Brand_005,95,4,อุบลราชธานี,Gas Station,
TX0001004,U0076,P0057,5,138,29/8/2025 8:03,S042,FALSE,Beverages,Brand_024,27,4,อุบลราชธานี,Gas Station,
TX0001147,U0087,P0515,5,141,12/8/2025 21:32,S042,FALSE,Others,Brand_011,29,4,อุบลราชธานี,Gas Station,
TX0001202,U0090,P0882,1,125,3/7/2025 10:49,S042,FALSE,FrozenFoods,Brand_006,115,4,อุบลราชธานี,Gas Station,
TX0001218,U0091,P0884,1,58,16/7/2025 1:23,S042,FALSE,Household,Brand_045,54,4,อุบลราชธานี,Gas Station,
TX0001230,U0091,P0053,3,125,4/9/2025 19:54,S042,FALSE,InstantFoods,Brand_008,38,4,อุบลราชธานี,Gas Station,
TX0001255,U0094,P0549,1,38,31/8/2025 19:12,S042,FALSE,Snacks,Brand_050,38,4,อุบลราชธานี,Gas Station,
TX0001287,U0095,P0311,2,592,19/8/2025 20:52,S042,FALSE,Others,Brand_017,287,4,อุบลราชธานี,Gas Station,
TX0001334,U0098,P0227,5,534,15/9/2025 5:42,S042,FALSE,DairyBakery,Brand_050,110,4,อุบลราชธานี,Gas Station,
TX0001337,U0099,P0108,3,263,28/8/2025 15:59,S042,FALSE,FrozenFoods,Brand_036,89,4,อุบลราชธานี,Gas Station,
TX0001340,U0099,P0840,5,901,9/7/2025 7:20,S042,FALSE,HealthBeauty,Brand_001,170,4,อุบลราชธานี,Gas Station,
TX0001427,U0104,P0919,5,518,23/8/2025 14:16,S042,FALSE,Household,Brand_004,104,4,อุบลราชธานี,Gas Station,
TX0001456,U0107,P0179,5,251,22/7/2025 9:12,S042,FALSE,Snacks,Brand_001,51,4,อุบลราชธานี,Gas Station,
TX0001502,U0110,P0316,5,239,30/6/2025 11:47,S042,FALSE,Beverages,Brand_006,46,4,อุบลราชธานี,Gas Station,
TX0001540,U0112,P0734,2,183,14/8/2025 11:55,S042,FALSE,DairyBakery,Brand_016,86,4,อุบลราชธานี,Gas Station,
TX0001554,U0114,P0283,2,109,27/6/2025 23:34,S042,FALSE,ReadyToEat,Brand_008,51,4,อุบลราชธานี,Gas Station,
TX0001596,U0117,P0539,5,944,19/8/2025 16:06,S042,FALSE,PersonalCare,Brand_009,184,4,อุบลราชธานี,Gas Station,
TX0001620,U0118,P0916,5,472,21/7/2025 0:25,S042,FALSE,ReadyToEat,Brand_046,90,4,อุบลราชธานี,Gas Station,
TX0001695,U0125,P0926,2,69,23/9/2025 22:32,S042,FALSE,InstantFoods,Brand_050,35,4,อุบลราชธานี,Gas Station,
TX0001762,U0129,P0985,5,735,25/6/2025 17:18,S042,FALSE,HealthBeauty,Brand_018,148,4,อุบลราชธานี,Gas Station,
TX0001793,U0130,P0513,2,311,15/7/2025 8:33,S042,FALSE,ReadyToEat,Brand_009,142,4,อุบลราชธานี,Gas Station,
TX0001893,U0138,P0783,2,107,22/8/2025 21:10,S042,FALSE,Snacks,Brand_034,52,4,อุบลราชธานี,Gas Station,
TX0001965,U0142,P0429,3,100,29/6/2025 4:13,S042,FALSE,InstantFoods,Brand_002,32,4,อุบลราชธานี,Gas Station,
TX0002073,U0149,P0375,5,1143,28/7/2025 20:52,S042,FALSE,Others,Brand_044,214,4,อุบลราชธานี,Gas Station,
TX0002075,U0149,P0366,5,1286,7/7/2025 16:20,S042,FALSE,Others,Brand_011,258,4,อุบลราชธานี,Gas Station,
TX0002111,U0150,P0132,1,81,24/8/2025 6:31,S042,FALSE,InstantFoods,Brand_010,84,4,อุบลราชธานี,Gas Station,
TX0002205,U0157,P0175,2,322,15/9/2025 0:54,S042,FALSE,PersonalCare,Brand_025,169,4,อุบลราชธานี,Gas Station,
TX0002290,U0163,P0126,1,186,20/9/2025 14:47,S042,FALSE,FrozenFoods,Brand_001,178,4,อุบลราชธานี,Gas Station,
TX0002321,U0165,P0254,3,102,3/7/2025 5:42,S042,FALSE,Others,Brand_037,33,4,อุบลราชธานี,Gas Station,
TX0002360,U0168,P0706,5,852,9/9/2025 16:06,S042,FALSE,Household,Brand_022,174,4,อุบลราชธานี,Gas Station,
TX0002364,U0168,P0851,1,86,25/8/2025 16:33,S042,FALSE,FrozenFoods,Brand_049,87,4,อุบลราชธานี,Gas Station,
TX0002400,U0172,P0131,3,63,28/6/2025 7:03,S042,FALSE,Beverages,Brand_014,21,4,อุบลราชธานี,Gas Station,
TX0002588,U0184,P0237,5,407,28/8/2025 14:50,S042,FALSE,ReadyToEat,Brand_005,84,4,อุบลราชธานี,Gas Station,
TX0002715,U0194,P0463,5,202,23/9/2025 0:34,S042,FALSE,Others,Brand_032,41,4,อุบลราชธานี,Gas Station,
TX0002830,U0203,P0266,1,170,1/7/2025 3:12,S042,FALSE,Household,Brand_040,170,4,อุบลราชธานี,Gas Station,
TX0002999,U0215,P0297,1,131,18/8/2025 10:25,S042,FALSE,FrozenFoods,Brand_013,127,4,อุบลราชธานี,Gas Station,
TX0003033,U0217,P0221,1,323,17/8/2025 2:20,S042,FALSE,Others,Brand_022,296,4,อุบลราชธานี,Gas Station,
TX0003075,U0220,P0002,1,188,20/7/2025 3:44,S042,FALSE,HealthBeauty,Brand_030,191,4,อุบลราชธานี,Gas Station,
TX0003087,U0220,P0294,2,135,6/7/2025 9:28,S042,FALSE,FrozenFoods,Brand_048,71,4,อุบลราชธานี,Gas Station,
TX0003109,U0222,P0103,1,164,21/7/2025 21:12,S042,FALSE,Household,Brand_041,169,4,อุบลราชธานี,Gas Station,
TX0003138,U0224,P0320,3,512,6/8/2025 3:31,S042,FALSE,HealthBeauty,Brand_022,173,4,อุบลราชธานี,Gas Station,
TX0003319,U0236,P0980,5,195,22/7/2025 12:03,S042,FALSE,Snacks,Brand_014,40,4,อุบลราชธานี,Gas Station,
TX0003398,U0240,P0638,5,1350,7/7/2025 1:30,S042,FALSE,Others,Brand_036,277,4,อุบลราชธานี,Gas Station,
TX0003480,U0245,P0806,3,226,17/7/2025 21:24,S042,FALSE,ReadyToEat,Brand_021,69,4,อุบลราชธานี,Gas Station,
TX0003607,U0253,P0348,2,218,27/6/2025 16:55,S042,FALSE,Others,Brand_019,100,4,อุบลราชธานี,Gas Station,
TX0003638,U0255,P0745,1,280,17/7/2025 15:18,S042,FALSE,Others,Brand_014,276,4,อุบลราชธานี,Gas Station,
TX0003645,U0255,P0136,2,155,21/7/2025 5:13,S042,FALSE,HealthBeauty,Brand_035,71,4,อุบลราชธานี,Gas Station,
TX0003668,U0257,P0108,3,261,14/8/2025 8:27,S042,FALSE,FrozenFoods,Brand_036,89,4,อุบลราชธานี,Gas Station,
TX0003946,U0280,P0110,1,69,25/8/2025 16:02,S042,FALSE,DairyBakery,Brand_010,64,4,อุบลราชธานี,Gas Station,
TX0004049,U0287,P0463,2,90,9/8/2025 1:58,S042,FALSE,Others,Brand_032,41,4,อุบลราชธานี,Gas Station,
TX0004062,U0288,P0206,1,217,28/8/2025 15:46,S042,FALSE,Household,Brand_011,199,4,อุบลราชธานี,Gas Station,
TX0004239,U0301,P0827,1,54,15/9/2025 10:05,S042,FALSE,DairyBakery,Brand_031,52,4,อุบลราชธานี,Gas Station,
TX0004369,U0310,P0043,2,140,18/9/2025 6:23,S042,FALSE,Household,Brand_026,66,4,อุบลราชธานี,Gas Station,
TX0004395,U0312,P0363,3,448,19/8/2025 0:13,S042,FALSE,PersonalCare,Brand_004,142,4,อุบลราชธานี,Gas Station,
TX0004429,U0314,P0897,2,250,13/9/2025 5:14,S042,FALSE,PersonalCare,Brand_015,127,4,อุบลราชธานี,Gas Station,
TX0004460,U0317,P0622,5,310,14/8/2025 2:17,S042,FALSE,ReadyToEat,Brand_006,65,4,อุบลราชธานี,Gas Station,
TX0004470,U0317,P0439,2,449,9/7/2025 6:55,S042,FALSE,Others,Brand_001,229,4,อุบลราชธานี,Gas Station,
TX0004573,U0327,P0105,2,375,10/7/2025 10:26,S042,FALSE,Others,Brand_044,181,4,อุบลราชธานี,Gas Station,
TX0004583,U0327,P0101,2,37,4/9/2025 19:10,S042,FALSE,Snacks,Brand_018,17,4,อุบลราชธานี,Gas Station,
TX0004630,U0329,P0743,1,49,26/8/2025 2:03,S042,FALSE,HealthBeauty,Brand_025,49,4,อุบลราชธานี,Gas Station,
TX0004728,U0338,P0823,3,131,21/8/2025 8:28,S042,FALSE,DairyBakery,Brand_032,42,4,อุบลราชธานี,Gas Station,
TX0004785,U0341,P0448,3,419,8/8/2025 10:33,S042,FALSE,ReadyToEat,Brand_037,143,4,อุบลราชธานี,Gas Station,
TX0004806,U0343,P0221,5,1614,6/7/2025 14:48,S042,FALSE,Others,Brand_022,296,4,อุบลราชธานี,Gas Station,
TX0004912,U0349,P0495,5,132,31/8/2025 19:10,S042,FALSE,InstantFoods,Brand_036,27,4,อุบลราชธานี,Gas Station,
TX0005076,U0359,P0318,3,485,17/9/2025 9:30,S042,FALSE,HealthBeauty,Brand_014,168,4,อุบลราชธานี,Gas Station,
TX0005121,U0362,P0735,2,83,17/8/2025 23:31,S042,FALSE,Household,Brand_032,38,4,อุบลราชธานี,Gas Station,
TX0005192,U0366,P0115,2,149,18/9/2025 7:31,S042,FALSE,DairyBakery,Brand_020,68,4,อุบลราชธานี,Gas Station,
TX0005266,U0370,P0161,1,211,4/7/2025 19:41,S042,FALSE,PersonalCare,Brand_002,196,4,อุบลราชธานี,Gas Station,
TX0005273,U0370,P0481,2,280,18/8/2025 8:06,S042,FALSE,PersonalCare,Brand_048,144,4,อุบลราชธานี,Gas Station,
TX0005342,U0375,P0755,5,279,9/8/2025 13:23,S042,FALSE,DairyBakery,Brand_037,52,4,อุบลราชธานี,Gas Station,
TX0005343,U0375,P0183,1,16,27/6/2025 16:33,S042,FALSE,Snacks,Brand_008,16,4,อุบลราชธานี,Gas Station,
TX0005427,U0380,P0405,5,269,10/9/2025 5:41,S042,FALSE,PersonalCare,Brand_022,56,4,อุบลราชธานี,Gas Station,
TX0005453,U0383,P0032,3,331,12/9/2025 22:02,S042,FALSE,DairyBakery,Brand_019,105,4,อุบลราชธานี,Gas Station,
TX0005459,U0383,P0880,5,589,16/8/2025 16:37,S042,FALSE,Household,Brand_022,123,4,อุบลราชธานี,Gas Station,
TX0005470,U0384,P0033,3,354,9/7/2025 3:06,S042,FALSE,ReadyToEat,Brand_023,117,4,อุบลราชธานี,Gas Station,
TX0005570,U0392,P0105,5,904,27/8/2025 2:26,S042,FALSE,Others,Brand_044,181,4,อุบลราชธานี,Gas Station,
TX0005571,U0392,P0025,3,170,14/9/2025 2:09,S042,FALSE,Household,Brand_036,56,4,อุบลราชธานี,Gas Station,
TX0005573,U0392,P0530,5,957,28/7/2025 9:57,S042,FALSE,HealthBeauty,Brand_025,192,4,อุบลราชธานี,Gas Station,
TX0005596,U0394,P0412,2,105,25/8/2025 12:01,S042,FALSE,Snacks,Brand_009,55,4,อุบลราชธานี,Gas Station,
TX0005624,U0395,P0158,1,23,15/7/2025 23:41,S042,FALSE,Snacks,Brand_037,23,4,อุบลราชธานี,Gas Station,
TX0005638,U0396,P0228,2,97,24/8/2025 12:36,S042,FALSE,Snacks,Brand_041,45,4,อุบลราชธานี,Gas Station,
TX0005748,U0403,P0199,2,118,18/8/2025 17:12,S042,FALSE,FrozenFoods,Brand_027,57,4,อุบลราชธานี,Gas Station,
TX0005757,U0403,P0337,3,299,7/9/2025 13:54,S042,FALSE,ReadyToEat,Brand_013,101,4,อุบลราชธานี,Gas Station,
TX0005793,U0405,P0608,3,161,5/7/2025 22:11,S042,FALSE,Beverages,Brand_042,49,4,อุบลราชธานี,Gas Station,
TX0005803,U0406,P0428,2,349,7/8/2025 13:15,S042,FALSE,HealthBeauty,Brand_020,168,4,อุบลราชธานี,Gas Station,
TX0005830,U0407,P0545,1,41,27/8/2025 6:53,S042,FALSE,Snacks,Brand_018,39,4,อุบลราชธานี,Gas Station,
TX0005835,U0407,P0243,3,168,14/9/2025 5:36,S042,FALSE,DairyBakery,Brand_013,58,4,อุบลราชธานี,Gas Station,
TX0005848,U0409,P0139,1,99,23/8/2025 0:30,S042,FALSE,DairyBakery,Brand_045,98,4,อุบลราชธานี,Gas Station,
TX0005902,U0412,P0525,2,39,12/8/2025 6:12,S042,FALSE,Snacks,Brand_046,18,4,อุบลราชธานี,Gas Station,
TX0005912,U0413,P0637,3,305,15/9/2025 14:04,S042,FALSE,HealthBeauty,Brand_005,97,4,อุบลราชธานี,Gas Station,
TX0006022,U0421,P0688,2,91,18/8/2025 23:49,S042,FALSE,Snacks,Brand_041,45,4,อุบลราชธานี,Gas Station,
TX0006040,U0422,P0505,3,465,1/8/2025 15:42,S042,FALSE,Others,Brand_047,145,4,อุบลราชธานี,Gas Station,
TX0006068,U0425,P0450,2,222,20/7/2025 19:02,S042,FALSE,ReadyToEat,Brand_029,116,4,อุบลราชธานี,Gas Station,
TX0006130,U0429,P0297,2,260,31/7/2025 2:42,S042,FALSE,FrozenFoods,Brand_013,127,4,อุบลราชธานี,Gas Station,
TX0006292,U0442,P0302,2,144,16/9/2025 3:56,S042,FALSE,FrozenFoods,Brand_004,72,4,อุบลราชธานี,Gas Station,
TX0006403,U0449,P0880,3,378,28/7/2025 22:36,S042,FALSE,Household,Brand_022,123,4,อุบลราชธานี,Gas Station,
TX0006431,U0451,P0926,1,37,27/6/2025 16:26,S042,FALSE,InstantFoods,Brand_050,35,4,อุบลราชธานี,Gas Station,
TX0006482,U0454,P0676,2,95,9/9/2025 4:07,S042,FALSE,Others,Brand_017,48,4,อุบลราชธานี,Gas Station,
TX0006527,U0456,P0464,1,121,25/8/2025 23:29,S042,FALSE,InstantFoods,Brand_002,111,4,อุบลราชธานี,Gas Station,
TX0006695,U0469,P0990,1,102,4/9/2025 3:53,S042,FALSE,PersonalCare,Brand_026,103,4,อุบลราชธานี,Gas Station,
TX0006705,U0470,P0817,5,248,28/8/2025 17:30,S042,FALSE,Beverages,Brand_021,52,4,อุบลราชธานี,Gas Station,
TX0006721,U0470,P0941,1,38,3/8/2025 22:28,S042,FALSE,Snacks,Brand_038,37,4,อุบลราชธานี,Gas Station,
TX0006741,U0472,P0697,3,248,29/8/2025 19:14,S042,FALSE,HealthBeauty,Brand_038,76,4,อุบลราชธานี,Gas Station,
TX0006800,U0477,P0588,5,1046,21/8/2025 2:01,S042,FALSE,Household,Brand_038,195,4,อุบลราชธานี,Gas Station,
TX0006901,U0483,P0291,5,285,10/9/2025 13:59,S042,FALSE,InstantFoods,Brand_036,59,4,อุบลราชธานี,Gas Station,
TX0006991,U0489,P0538,5,902,20/9/2025 1:00,S042,FALSE,HealthBeauty,Brand_045,181,4,อุบลราชธานี,Gas Station,
TX0007114,U0498,P0719,1,106,5/8/2025 5:39,S042,FALSE,HealthBeauty,Brand_004,101,4,อุบลราชธานี,Gas Station,
TX0007150,U0501,P0575,2,254,7/7/2025 0:10,S042,FALSE,HealthBeauty,Brand_020,129,4,อุบลราชธานี,Gas Station,
TX0007191,U0505,P0746,5,718,18/7/2025 20:08,S042,FALSE,FrozenFoods,Brand_027,147,4,อุบลราชธานี,Gas Station,
TX0007339,U0517,P0715,5,536,24/7/2025 5:51,S042,FALSE,Others,Brand_023,103,4,อุบลราชธานี,Gas Station,
TX0007355,U0518,P0710,2,209,18/9/2025 18:03,S042,FALSE,Others,Brand_021,106,4,อุบลราชธานี,Gas Station,
